speaker	yob	behagav1	behagav2	fortsättav1	fortsättav2	försökav1	försökav2	glömmav1	glömmav2	kommav1	kommav2	lovav1	lovav2	planerav1	planerav2	riskerav1	riskerav2	slippav1	slippav2	slutav1	slutav2	vägrav1	vägrav2
user1264	1975			0.0	2.0	0.0	2.0	0.0	1.0	4.0	0.0	0.0	1.0										
user1265	1954			1.0	0.0	0.0	1.0											0.0	1.0				
user1266	1986			0.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0							0.0	1.0	0.0	1.0		
user1267	1987			1.0	0.0	0.0	9.0	1.0	4.0	36.0	2.0					1.0	0.0	0.0	8.0	0.0	1.0	2.0	2.0
user1268	1982			1.0	8.0	0.0	22.0	0.0	3.0	1.0	42.0	2.0	0.0					0.0	5.0	0.0	2.0	0.0	12.0
user1269	1980			0.0	1.0	0.0	4.0	1.0	1.0	3.0	16.0												
user1270	1980			2.0	2.0	0.0	36.0	0.0	1.0	7.0	32.0			1.0	0.0			0.0	5.0	0.0	1.0	0.0	2.0
user1271	1967			5.0	0.0	2.0	24.0	0.0	5.0	97.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	9.0	0.0	6.0	0.0	4.0
user1272	1983			3.0	0.0	0.0	9.0	0.0	3.0	17.0	3.0	1.0	0.0	2.0	0.0					0.0	3.0	1.0	1.0
user1273	1982			0.0	1.0	0.0	7.0			4.0	1.0	1.0	0.0					0.0	2.0	0.0	1.0	0.0	1.0
user1274	1977			1.0	0.0	0.0	39.0	0.0	7.0	17.0	226.0	2.0	0.0	3.0	0.0			0.0	4.0	0.0	7.0	0.0	5.0
user1275	1978			2.0	3.0	3.0	71.0	14.0	4.0	63.0	18.0	3.0	0.0			1.0	0.0	0.0	9.0	1.0	19.0	2.0	10.0
user1276	1980			0.0	4.0	0.0	20.0	1.0	3.0	0.0	27.0			1.0	0.0			0.0	4.0	0.0	5.0	0.0	2.0
user1277	1981			3.0	2.0	0.0	17.0			2.0	23.0							0.0	3.0	0.0	3.0	0.0	1.0
user1278	1975			0.0	2.0	0.0	4.0			7.0	0.0	4.0	0.0			2.0	0.0	0.0	1.0			0.0	6.0
user1279	1983			5.0	0.0	4.0	23.0	0.0	5.0	78.0	8.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	10.0	0.0	3.0	3.0	1.0
user1280	1985			0.0	1.0	0.0	2.0			1.0	0.0												
user1281	1987			2.0	0.0	1.0	14.0			1.0	10.0									0.0	1.0	0.0	2.0
user1282	1983			0.0	2.0	0.0	15.0			0.0	12.0			1.0	0.0			0.0	2.0	0.0	2.0	0.0	1.0
user1283	1972			0.0	1.0	0.0	7.0	0.0	1.0	5.0	10.0									0.0	1.0		
user1284	1984			1.0	0.0	0.0	1.0			1.0	1.0			1.0	0.0			0.0	1.0				
user1285	1974			1.0	0.0	0.0	3.0			5.0	1.0									0.0	2.0		
user1286	1977			2.0	4.0	0.0	35.0	1.0	4.0	50.0	33.0			2.0	0.0			0.0	3.0	2.0	12.0		
user1287	1976			1.0	0.0	0.0	2.0			1.0	4.0												
user1288	1981			0.0	1.0			0.0	1.0	14.0	0.0							0.0	1.0	0.0	1.0		
user1289	1981			2.0	1.0	0.0	5.0			5.0	5.0											1.0	0.0
user1290	1989			1.0	1.0	0.0	1.0			0.0	1.0											0.0	1.0
user1291	1985			1.0	0.0	0.0	1.0	0.0	1.0	8.0	13.0							0.0	3.0	0.0	1.0		
user1292	1986			0.0	1.0	0.0	10.0	0.0	2.0	1.0	10.0							0.0	2.0	0.0	4.0	1.0	0.0
user1293	1986			0.0	1.0	0.0	6.0	0.0	1.0	6.0	15.0							0.0	2.0	0.0	5.0	0.0	3.0
user1294	1981			0.0	1.0	0.0	9.0	0.0	1.0	0.0	10.0											0.0	1.0
user1295	1984			0.0	1.0	0.0	9.0	0.0	2.0	1.0	12.0	1.0	0.0					0.0	1.0	0.0	2.0		
user1296	1977			2.0	0.0	0.0	10.0			38.0	1.0	1.0	0.0					0.0	4.0	0.0	1.0	0.0	2.0
user1297	1969			0.0	1.0	0.0	2.0			3.0	2.0									0.0	1.0		
user1298	1978			0.0	1.0	0.0	13.0			0.0	14.0			0.0	1.0			0.0	1.0	0.0	4.0		
user1299	1985			1.0	0.0	0.0	2.0	0.0	1.0	0.0	8.0							0.0	1.0	0.0	1.0		
user1300	1981			1.0	0.0	6.0	235.0	4.0	3.0	48.0	605.0			1.0	0.0			0.0	44.0	1.0	6.0	2.0	20.0
user1301	1981			1.0	0.0	0.0	5.0			0.0	1.0											0.0	1.0
user1302	1967			0.0	1.0	0.0	13.0	0.0	3.0	6.0	20.0	1.0	0.0					1.0	6.0	0.0	2.0		
user1303	1980			0.0	1.0	0.0	8.0			8.0	5.0			2.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0
user1304	1985			0.0	1.0	0.0	6.0			4.0	21.0												
user1305	1982			1.0	1.0	0.0	2.0			0.0	1.0									0.0	1.0		
user1306	1977			1.0	1.0	1.0	7.0			8.0	10.0			1.0	0.0			0.0	1.0				
user1307	1976			1.0	1.0	0.0	32.0	1.0	10.0	5.0	118.0	3.0	0.0			1.0	0.0	0.0	20.0	1.0	1.0	1.0	15.0
user1308	1984			1.0	1.0	1.0	3.0	0.0	1.0	0.0	3.0									0.0	4.0		
user1309	1978			2.0	0.0	1.0	12.0	0.0	1.0	13.0	3.0							0.0	1.0	0.0	1.0		
user1310	1989			0.0	1.0	0.0	5.0			3.0	5.0											0.0	1.0
user1311	1972			0.0	1.0					7.0	0.0									0.0	1.0	1.0	0.0
user1312	1987			0.0	2.0	1.0	8.0	0.0	2.0	3.0	28.0	1.0	0.0					0.0	1.0	0.0	2.0		
user1313	1975			0.0	3.0	0.0	7.0	1.0	1.0	11.0	65.0							0.0	1.0	0.0	3.0	1.0	9.0
user1314	1967			2.0	1.0	0.0	3.0	1.0	0.0	6.0	0.0							0.0	1.0				
user1315	1982			2.0	0.0	0.0	5.0			8.0	0.0			2.0	0.0					0.0	1.0		
user1316	1979			0.0	2.0	1.0	9.0	0.0	4.0	23.0	3.0							0.0	5.0			0.0	3.0
user1317	1981			0.0	2.0	0.0	18.0	0.0	3.0	9.0	63.0							0.0	10.0	0.0	2.0	0.0	1.0
user1318	1978			2.0	2.0	0.0	12.0	0.0	1.0	17.0	58.0	3.0	1.0	1.0	0.0			0.0	6.0	0.0	3.0	0.0	3.0
user1319	1982			0.0	3.0	0.0	9.0	0.0	2.0	2.0	41.0	1.0	0.0	1.0	0.0			0.0	5.0	0.0	4.0	0.0	6.0
user1320	1975			1.0	0.0	3.0	5.0	3.0	0.0	18.0	2.0					1.0	0.0	1.0	0.0	0.0	3.0	3.0	2.0
user1321	1971			0.0	1.0	0.0	4.0	1.0	0.0	9.0	6.0							0.0	2.0	0.0	1.0	2.0	2.0
user1322	1976			0.0	8.0	0.0	14.0	0.0	1.0	3.0	43.0							0.0	3.0			2.0	4.0
user1323	1987			0.0	2.0	1.0	11.0	2.0	1.0	32.0	8.0	2.0	0.0					0.0	1.0			2.0	4.0
user1324	1980			0.0	1.0	0.0	13.0	0.0	1.0	7.0	0.0											0.0	3.0
user1325	1985			1.0	1.0	0.0	5.0	2.0	3.0	17.0	6.0	1.0	0.0					0.0	4.0			0.0	2.0
user1326	1980			0.0	1.0	0.0	5.0			3.0	10.0							0.0	1.0	1.0	0.0	1.0	1.0
user1327	1980			0.0	1.0	1.0	1.0																
user1328	1978			2.0	0.0	0.0	7.0			11.0	6.0	1.0	0.0									2.0	1.0
user1329	1989			0.0	3.0	0.0	7.0	0.0	1.0	7.0	6.0							0.0	2.0			3.0	3.0
user1330	1980			0.0	1.0	0.0	8.0	0.0	2.0	5.0	8.0									0.0	1.0	0.0	1.0
user1331	1979			2.0	2.0	0.0	16.0	0.0	3.0	7.0	16.0					1.0	0.0	0.0	7.0	0.0	2.0	0.0	1.0
user1332	1983			0.0	1.0	0.0	8.0			33.0	16.0							0.0	3.0	0.0	1.0		
user1333	1974			1.0	1.0	1.0	3.0			4.0	6.0							0.0	4.0				
user1334	1972			0.0	1.0			0.0	1.0	5.0	1.0												
user1335	1985			1.0	0.0	0.0	1.0			0.0	2.0							0.0	1.0				
user1336	1982			1.0	0.0	0.0	5.0			0.0	10.0							0.0	1.0			0.0	4.0
user1337	1967			0.0	1.0	1.0	13.0	0.0	4.0	14.0	12.0							0.0	1.0			0.0	1.0
user1338	1986			0.0	1.0	0.0	10.0			34.0	3.0							0.0	3.0	0.0	1.0	0.0	1.0
user1339	1979			1.0	0.0	0.0	8.0			9.0	5.0			1.0	1.0			0.0	2.0			0.0	4.0
user1340	1985			1.0	0.0	3.0	6.0	1.0	7.0	45.0	19.0							1.0	6.0	0.0	2.0	2.0	2.0
user1341	1986			0.0	1.0	2.0	3.0			10.0	5.0							2.0	2.0				
user1342	1980			0.0	1.0	0.0	8.0			7.0	27.0	2.0	0.0	1.0	0.0			0.0	9.0	0.0	3.0	7.0	17.0
user1343	1978			0.0	1.0	0.0	1.0			12.0	0.0			1.0	0.0			0.0	3.0			0.0	2.0
user1344	1984			0.0	1.0	0.0	1.0			3.0	0.0							0.0	1.0	0.0	1.0		
user1345	1976			0.0	1.0	1.0	6.0			1.0	25.0					1.0	0.0	0.0	2.0	0.0	1.0	0.0	4.0
user1346	1986			0.0	2.0	0.0	8.0	0.0	2.0	1.0	45.0	2.0	0.0			1.0	0.0	0.0	7.0	0.0	3.0	0.0	7.0
user1347	1977			1.0	0.0	0.0	7.0	1.0	5.0	5.0	32.0					1.0	0.0	0.0	1.0	0.0	6.0	1.0	0.0
user1348	1978			6.0	0.0	3.0	11.0	0.0	1.0	17.0	28.0					1.0	0.0	0.0	2.0	0.0	6.0	0.0	9.0
user1349	1985			1.0	0.0	0.0	10.0	2.0	2.0	26.0	4.0	1.0	0.0							0.0	3.0	1.0	2.0
user1350	1976			0.0	1.0	0.0	6.0			15.0	6.0							0.0	2.0	0.0	1.0		
user1351	1986			0.0	1.0	0.0	5.0	0.0	4.0	12.0	0.0							1.0	2.0	0.0	1.0		
user1352	1980			1.0	0.0	0.0	6.0	3.0	7.0	7.0	0.0											1.0	1.0
user1353	1981			3.0	1.0	0.0	11.0	1.0	4.0	44.0	2.0			2.0	0.0			0.0	2.0	0.0	7.0	0.0	1.0
user1354	1983			2.0	1.0	1.0	14.0	0.0	1.0	28.0	5.0							1.0	4.0	0.0	1.0	0.0	1.0
user1355	1975			0.0	1.0	1.0	4.0	0.0	2.0	1.0	9.0											0.0	1.0
user1356	1985			1.0	0.0	1.0	3.0			10.0	0.0							0.0	2.0	0.0	1.0		
user1357	1976			0.0	1.0	0.0	13.0	0.0	1.0	3.0	10.0							0.0	1.0	0.0	1.0	0.0	1.0
user1358	1982			0.0	1.0	0.0	3.0			3.0	0.0							0.0	1.0	0.0	1.0	0.0	2.0
user1359	1977			0.0	1.0	0.0	5.0	0.0	2.0	30.0	0.0			11.0	0.0	3.0	0.0	0.0	5.0	0.0	1.0	0.0	1.0
user1360	1985			1.0	0.0	0.0	8.0			11.0	45.0			1.0	0.0			0.0	1.0	0.0	1.0	0.0	6.0
user1361	1979			0.0	1.0	0.0	3.0			10.0	10.0			2.0	0.0			0.0	2.0			0.0	2.0
user1362	1982			0.0	2.0	0.0	5.0			1.0	33.0							0.0	5.0	0.0	2.0	0.0	2.0
user1363	1983			0.0	1.0	0.0	2.0	0.0	2.0	0.0	4.0											0.0	2.0
user1364	1982			0.0	1.0	0.0	13.0			27.0	6.0			1.0	0.0			0.0	4.0	0.0	1.0	0.0	2.0
user1365	1983			0.0	3.0	0.0	7.0			5.0	7.0			1.0	0.0			0.0	2.0	0.0	1.0	0.0	1.0
user1366	1978			0.0	1.0	0.0	13.0	0.0	4.0	0.0	50.0	1.0	0.0			0.0	1.0	0.0	11.0	0.0	1.0		
user1367	1969			1.0	0.0	0.0	2.0			3.0	0.0												
user1368	1979			1.0	2.0	2.0	21.0	0.0	6.0	40.0	5.0	1.0	1.0	1.0	0.0			0.0	8.0	0.0	1.0	0.0	3.0
user1369	1986			1.0	0.0	1.0	23.0			3.0	15.0	2.0	0.0	1.0	0.0			0.0	7.0	0.0	2.0	1.0	3.0
user1370	1976			1.0	2.0	0.0	13.0	0.0	1.0	7.0	9.0	0.0	1.0	4.0	0.0								
user1371	1980			5.0	0.0	2.0	21.0	0.0	1.0	36.0	0.0	2.0	0.0			1.0	0.0	0.0	7.0	1.0	0.0	0.0	2.0
user1372	1986			2.0	0.0	0.0	5.0			17.0	1.0			1.0	0.0			0.0	4.0	1.0	1.0	1.0	0.0
user1373	1986			2.0	1.0	0.0	10.0			1.0	41.0							0.0	2.0			0.0	6.0
user1374	1988			6.0	4.0	1.0	28.0	2.0	1.0	2.0	100.0	1.0	0.0	1.0	0.0			2.0	2.0	1.0	0.0	2.0	10.0
user1375	1989			1.0	1.0	0.0	18.0	1.0	0.0	8.0	11.0	2.0	0.0	1.0	2.0			0.0	7.0	0.0	2.0	0.0	1.0
user1376	1987			2.0	0.0	0.0	3.0	1.0	0.0	12.0	13.0							0.0	1.0	0.0	2.0	0.0	1.0
user1377	1979			1.0	7.0	1.0	93.0	1.0	9.0	5.0	141.0	1.0	0.0	6.0	0.0	3.0	0.0	0.0	16.0	0.0	2.0	2.0	19.0
user1378	1982			1.0	0.0			1.0	0.0	1.0	0.0									0.0	1.0		
user1379	1978			1.0	1.0	1.0	33.0	1.0	1.0	12.0	41.0	1.0	0.0	0.0	1.0			0.0	12.0	0.0	8.0	2.0	9.0
user1380	1981			4.0	3.0	2.0	70.0	0.0	4.0	68.0	11.0	4.0	0.0	1.0	0.0			0.0	2.0	2.0	6.0	1.0	13.0
user1381	1979			0.0	5.0	3.0	26.0	2.0	4.0	7.0	38.0							0.0	3.0	0.0	3.0	1.0	1.0
user1382	1978			1.0	0.0	0.0	4.0			5.0	0.0												
user1383	1983			1.0	2.0	0.0	17.0	0.0	2.0	5.0	56.0	1.0	0.0					0.0	1.0	0.0	2.0	0.0	16.0
user1384	1978			1.0	0.0	2.0	5.0			0.0	3.0							0.0	1.0	0.0	1.0		
user1385	1984			1.0	0.0	0.0	5.0			10.0	14.0											0.0	2.0
user1386	1984			0.0	1.0	1.0	10.0			4.0	3.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0		
user1387	1986			1.0	0.0	2.0	5.0			8.0	2.0												
user1388	1984			1.0	0.0	3.0	9.0	1.0	2.0	17.0	14.0							0.0	2.0	2.0	1.0	1.0	1.0
user1389	1977			1.0	0.0	0.0	15.0	0.0	6.0	29.0	15.0			2.0	0.0			0.0	2.0	0.0	7.0	0.0	3.0
user1390	1984			1.0	0.0	2.0	19.0	1.0	1.0	2.0	28.0							0.0	8.0	0.0	2.0	1.0	2.0
user1391	1987			0.0	2.0	0.0	6.0			4.0	21.0	1.0	0.0					0.0	2.0			0.0	1.0
user1392	1981			0.0	2.0	1.0	7.0	2.0	1.0	8.0	7.0			1.0	0.0			0.0	2.0	0.0	1.0	0.0	2.0
user1393	1984			0.0	1.0	1.0	10.0	0.0	2.0	6.0	24.0	1.0	1.0					0.0	4.0	0.0	1.0	0.0	1.0
user1394	1991			1.0	0.0	1.0	13.0	0.0	1.0	1.0	30.0	1.0	0.0					0.0	2.0			0.0	5.0
user1395	1982			0.0	3.0	0.0	10.0	0.0	3.0	0.0	26.0			1.0	0.0			0.0	2.0	0.0	1.0	0.0	4.0
user1396	1981			0.0	2.0	0.0	2.0	1.0	0.0	3.0	10.0	1.0	0.0					0.0	4.0			0.0	2.0
user1397	1976			0.0	2.0	1.0	17.0			2.0	60.0							0.0	2.0	0.0	3.0	0.0	3.0
user1398	1983			0.0	1.0	0.0	1.0			5.0	1.0											0.0	1.0
user1399	1967			1.0	1.0	0.0	15.0	0.0	3.0	45.0	35.0			1.0	0.0	2.0	0.0	1.0	7.0	0.0	8.0	1.0	3.0
user1400	1985			0.0	1.0	6.0	12.0	0.0	8.0	70.0	46.0							1.0	8.0	0.0	10.0	0.0	5.0
user1401	1989			10.0	0.0	0.0	2.0			12.0	0.0	1.0	0.0					0.0	4.0				
user1402	1988			2.0	0.0	0.0	14.0			0.0	30.0	1.0	0.0					0.0	2.0			0.0	1.0
user1403	1988			1.0	0.0	0.0	7.0			0.0	13.0												
user1404	1986			1.0	0.0	0.0	14.0			2.0	14.0												
user1405	1980			1.0	1.0	1.0	7.0			32.0	0.0			3.0	0.0					0.0	2.0		
user1406	1983			1.0	0.0	0.0	8.0	0.0	3.0	17.0	1.0			1.0	0.0			0.0	1.0	0.0	2.0	1.0	2.0
user1407	1981			0.0	1.0	0.0	3.0			0.0	5.0			1.0	0.0			0.0	1.0				
user1408	1978			0.0	1.0	0.0	1.0	0.0	1.0	2.0	1.0												
user1409	1973			7.0	6.0	4.0	61.0	1.0	10.0	304.0	8.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	22.0	1.0	9.0	1.0	5.0
user1410	1981			3.0	0.0	2.0	23.0	0.0	5.0	84.0	45.0	3.0	0.0	1.0	0.0			1.0	3.0	0.0	1.0		
user1411	1984			1.0	0.0	0.0	19.0			17.0	3.0											0.0	2.0
user1412	1978			0.0	1.0	3.0	2.0			8.0	0.0							0.0	2.0				
