speaker	yob	behagav1	behagav2	fortsättav1	fortsättav2	försökav1	försökav2	glömmav1	glömmav2	kommav1	kommav2	lovav1	lovav2	planerav1	planerav2	riskerav1	riskerav2	slippav1	slippav2	slutav1	slutav2	vägrav1	vägrav2
user2770	1978					1.0	0.0			1.0	1.0												
user2771	1975					1.0	5.0			18.0	2.0			5.0	0.0			0.0	1.0	0.0	2.0	0.0	1.0
user2772	1980					0.0	8.0	0.0	3.0	0.0	3.0									0.0	3.0		
user2773	1974					1.0	1.0	0.0	1.0	3.0	14.0												
user2774	1987					1.0	2.0			4.0	4.0							0.0	2.0				
user2775	1990					0.0	3.0			2.0	16.0											0.0	1.0
user2776	1986					0.0	1.0																
user2777	1978					0.0	1.0	0.0	1.0	3.0	4.0												
user2778	1977					0.0	1.0	1.0	0.0	2.0	10.0			1.0	0.0								
user2779	1990					0.0	1.0																
user2780	1976					0.0	2.0			5.0	2.0									0.0	1.0		
user2781	1979					0.0	5.0	0.0	1.0	0.0	5.0									0.0	1.0	1.0	0.0
user2782	1981					0.0	3.0			0.0	3.0												
user2783	1983					0.0	1.0			2.0	0.0											0.0	1.0
user2784	1986					0.0	2.0			1.0	16.0											1.0	3.0
user2785	1987					0.0	3.0			1.0	12.0							0.0	2.0			0.0	2.0
user2786	1983					0.0	3.0			5.0	1.0	1.0	0.0										
user2787	1986					0.0	3.0			3.0	8.0									0.0	1.0	0.0	2.0
user2788	1991					1.0	6.0	0.0	1.0	2.0	8.0											0.0	8.0
user2789	1986					0.0	2.0			1.0	7.0									0.0	1.0	0.0	2.0
user2790	1981					0.0	12.0	0.0	1.0	14.0	11.0									0.0	3.0	0.0	3.0
user2791	1978					0.0	5.0			2.0	2.0							0.0	6.0	0.0	1.0		
user2792	1983					0.0	2.0			6.0	0.0												
user2793	1971					0.0	2.0																
user2794	1989					0.0	2.0			0.0	5.0												
user2795	1981					0.0	1.0			0.0	9.0									0.0	1.0		
user2796	1980					1.0	0.0			0.0	5.0									0.0	1.0		
user2797	1982					0.0	2.0			5.0	0.0												
user2798	1986					0.0	2.0			8.0	0.0							0.0	1.0				
user2799	1974					0.0	5.0			5.0	4.0	1.0	0.0			1.0	0.0					1.0	3.0
user2800	1979					0.0	1.0			0.0	4.0											0.0	1.0
user2801	1985					0.0	6.0	0.0	1.0	4.0	8.0							1.0	1.0	0.0	6.0		
user2802	1977					0.0	1.0			1.0	1.0												
user2803	1986					0.0	7.0	0.0	1.0	1.0	8.0												
user2804	1978					0.0	4.0	0.0	3.0	4.0	2.0	0.0	1.0	1.0	0.0							0.0	1.0
user2805	1987					0.0	11.0			0.0	5.0									0.0	2.0	0.0	4.0
user2806	1980					0.0	1.0			15.0	1.0												
user2807	1978					0.0	1.0			0.0	1.0							0.0	1.0				
user2808	1979					0.0	3.0			0.0	8.0							0.0	1.0			0.0	4.0
user2809	1980					0.0	1.0			1.0	6.0												
user2810	1983					0.0	4.0			0.0	21.0							0.0	4.0	0.0	1.0	0.0	3.0
user2811	1975					0.0	2.0			21.0	1.0			1.0	0.0	2.0	0.0	1.0	1.0			1.0	0.0
user2812	1973					0.0	2.0			0.0	2.0							0.0	1.0				
user2813	1989					0.0	5.0	0.0	1.0	1.0	4.0							0.0	1.0				
user2814	1975					0.0	2.0	0.0	2.0	10.0	0.0												
user2815	1978					1.0	1.0			1.0	0.0												
user2816	1974					0.0	2.0			3.0	0.0												
user2817	1974					0.0	1.0			2.0	7.0												
user2818	1984					0.0	1.0			2.0	2.0							0.0	4.0	0.0	1.0	0.0	1.0
user2819	1976					0.0	7.0			0.0	3.0												
user2820	1984					0.0	2.0			0.0	7.0							0.0	1.0				
user2821	1972					0.0	3.0			2.0	0.0							0.0	1.0				
user2822	1981					1.0	0.0			2.0	0.0												
user2823	1981					0.0	1.0			3.0	0.0												
user2824	1980					0.0	1.0			2.0	24.0												
user2825	1990					0.0	2.0			0.0	2.0												
user2826	1984					0.0	3.0			9.0	20.0			1.0	0.0			0.0	1.0				
user2827	1984					0.0	1.0	1.0	1.0	12.0	14.0	1.0	0.0					1.0	6.0				
user2828	1982					0.0	3.0			6.0	4.0							0.0	2.0	0.0	1.0		
user2829	1985					0.0	4.0			16.0	3.0							0.0	1.0				
user2830	1986					0.0	1.0			3.0	1.0												
user2831	1991					0.0	1.0			0.0	1.0												
user2832	1974					0.0	1.0			2.0	3.0												
user2833	1983					0.0	2.0			0.0	6.0												
user2834	1982					0.0	4.0			8.0	12.0			1.0	0.0			0.0	4.0	0.0	4.0	0.0	1.0
user2835	1976					0.0	1.0	0.0	1.0	16.0	9.0									0.0	2.0		
user2836	1979					0.0	1.0			0.0	2.0							0.0	1.0	0.0	1.0		
user2837	1986					0.0	2.0			4.0	6.0									0.0	1.0		
user2838	1986					0.0	2.0			0.0	5.0												
user2839	1980					0.0	2.0			0.0	2.0											0.0	4.0
user2840	1987					0.0	2.0			7.0	4.0												
user2841	1975					0.0	3.0	0.0	1.0	2.0	26.0							0.0	1.0	0.0	3.0		
user2842	1974					1.0	10.0	0.0	1.0	3.0	30.0							0.0	3.0				
user2843	1988					0.0	8.0	1.0	0.0	1.0	13.0												
user2844	1990					0.0	1.0	0.0	1.0	0.0	8.0							0.0	1.0				
user2845	1990					0.0	1.0	0.0	1.0	1.0	4.0							0.0	2.0				
user2846	1983					0.0	1.0	0.0	1.0	0.0	11.0											0.0	4.0
user2847	1977					0.0	1.0	0.0	2.0	3.0	0.0												
user2848	1982					0.0	2.0			8.0	0.0									0.0	1.0		
user2849	1984					0.0	1.0			0.0	1.0												
user2850	1986					0.0	1.0	0.0	1.0	0.0	4.0									0.0	3.0		
user2851	1977					1.0	8.0			6.0	9.0							0.0	2.0	0.0	1.0		
user2852	1974					1.0	18.0			0.0	15.0							0.0	2.0	0.0	4.0	0.0	3.0
user2853	1985					1.0	0.0	1.0	0.0	3.0	0.0												
user2854	1978					0.0	1.0																
user2855	1985					0.0	1.0			2.0	1.0											0.0	1.0
user2856	1978					1.0	0.0			1.0	0.0												
user2857	1981					0.0	3.0			3.0	2.0									0.0	1.0		
user2858	1973					0.0	1.0			1.0	0.0												
user2859	1974					0.0	3.0			13.0	4.0												
user2860	1971					0.0	1.0	0.0	3.0	14.0	1.0			1.0	0.0					0.0	1.0		
user2861	1984					0.0	1.0																
user2862	1978					0.0	3.0			1.0	3.0												
user2863	1971					0.0	1.0			7.0	3.0												
user2864	1986					0.0	3.0			1.0	4.0											1.0	0.0
user2865	1969					0.0	1.0			2.0	16.0											1.0	9.0
user2866	1983					0.0	2.0															0.0	1.0
user2867	1988					1.0	8.0	0.0	1.0	5.0	0.0											3.0	1.0
user2868	1981					0.0	1.0			2.0	0.0											0.0	1.0
user2869	1968					0.0	1.0																
user2870	1975					1.0	6.0			7.0	3.0			1.0	0.0								
user2871	1965					0.0	2.0			10.0	13.0											1.0	3.0
user2872	1988					0.0	3.0			9.0	17.0			2.0	0.0					0.0	1.0		
user2873	1980					0.0	2.0	1.0	0.0	2.0	11.0							0.0	2.0			0.0	2.0
user2874	1974					0.0	1.0	0.0	1.0	1.0	22.0									0.0	1.0	0.0	3.0
user2875	1981					2.0	21.0			4.0	13.0							0.0	3.0	1.0	0.0	0.0	2.0
user2876	1981					0.0	3.0			1.0	2.0												
user2877	1980					0.0	1.0			1.0	2.0												
user2878	1985					0.0	2.0			4.0	3.0												
user2879	1980					0.0	2.0			0.0	5.0					1.0	0.0						
user2880	1987					0.0	2.0	0.0	2.0	0.0	4.0			1.0	0.0								
user2881	1984					0.0	1.0	0.0	1.0	1.0	12.0												
user2882	1989					0.0	1.0			1.0	16.0			2.0	0.0								
user2883	1987					0.0	3.0			0.0	4.0											1.0	1.0
user2884	1983					0.0	2.0	0.0	2.0	1.0	6.0									0.0	3.0		
user2885	1980					0.0	1.0			1.0	2.0							0.0	1.0				
user2886	1969					1.0	1.0			2.0	0.0												
user2887	1984					0.0	2.0			3.0	4.0	0.0	1.0	1.0	0.0			0.0	1.0			0.0	1.0
user2888	1961					0.0	2.0			1.0	1.0											1.0	0.0
user2889	1988					0.0	2.0			1.0	4.0												
user2890	1989					0.0	1.0			0.0	8.0												
user2891	1975					0.0	1.0			3.0	0.0									0.0	1.0		
user2892	1978					0.0	1.0			0.0	6.0							1.0	0.0	1.0	0.0		
user2893	1988					1.0	2.0			8.0	4.0									0.0	1.0	0.0	2.0
user2894	1990					0.0	2.0																
user2895	1989					0.0	1.0			5.0	1.0							0.0	1.0	0.0	2.0		
user2896	1981					0.0	1.0			0.0	7.0									0.0	1.0		
user2897	1985					0.0	2.0	0.0	1.0	0.0	2.0												
user2898	1982					1.0	2.0	1.0	1.0	0.0	9.0							0.0	1.0			0.0	1.0
user2899	1984					0.0	3.0			0.0	2.0									0.0	1.0		
user2900	1988					0.0	2.0			0.0	7.0	1.0	0.0	1.0	0.0			0.0	4.0	0.0	3.0		
user2901	1975					1.0	5.0			2.0	9.0			1.0	0.0					0.0	1.0		
user2902	1978					0.0	2.0			12.0	11.0							0.0	2.0	0.0	2.0		
user2903	1985					2.0	3.0			5.0	2.0												
user2904	1987					0.0	2.0			0.0	1.0												
user2905	1981					0.0	2.0			2.0	5.0											0.0	1.0
user2906	1982					0.0	1.0			0.0	2.0												
user2907	1982					0.0	6.0			2.0	18.0							0.0	5.0			0.0	1.0
user2908	1982					0.0	1.0	1.0	1.0	13.0	15.0			1.0	0.0			0.0	9.0	0.0	2.0		
user2909	1980					0.0	5.0			4.0	6.0									0.0	1.0	0.0	5.0
user2910	1975					1.0	2.0	0.0	1.0	4.0	2.0			1.0	0.0							1.0	0.0
user2911	1984					0.0	9.0			1.0	33.0	1.0	0.0					0.0	1.0				
user2912	1974					0.0	2.0			6.0	0.0							0.0	1.0				
user2913	1983					1.0	4.0			4.0	3.0							0.0	1.0				
user2914	1979					0.0	1.0																
user2915	1976					0.0	1.0			4.0	5.0			1.0	0.0					1.0	0.0	0.0	1.0
user2916	1978					0.0	1.0			1.0	1.0									0.0	1.0		
user2917	1965					0.0	1.0			0.0	4.0							0.0	1.0	0.0	1.0		
user2918	1974					0.0	1.0																
user2919	1986					0.0	2.0			7.0	2.0			1.0	0.0			0.0	1.0				
user2920	1969					0.0	28.0	0.0	1.0	10.0	34.0					3.0	3.0	0.0	1.0	2.0	4.0	0.0	2.0
user2921	1988					0.0	1.0			1.0	3.0							0.0	1.0				
user2922	1991					1.0	0.0	0.0	1.0	3.0	0.0									1.0	0.0		
user2923	1986					0.0	1.0			1.0	10.0									0.0	4.0	1.0	1.0
user2924	1980					0.0	1.0			0.0	1.0												
user2925	1983					0.0	4.0			0.0	4.0							0.0	1.0	0.0	1.0		
user2926	1978					0.0	5.0			1.0	21.0									0.0	3.0	0.0	2.0
user2927	1990					1.0	0.0	0.0	1.0											1.0	0.0		
user2928	1980					0.0	1.0													1.0	0.0		
user2929	1984					0.0	1.0			2.0	0.0									0.0	1.0		
user2930	1981					0.0	3.0			2.0	3.0							0.0	1.0	0.0	1.0	0.0	1.0
user2931	1987					0.0	1.0											0.0	1.0				
user2932	1977					0.0	5.0																
user2933	1976					2.0	6.0			1.0	1.0									0.0	2.0		
user2934	1986					0.0	1.0			0.0	2.0	1.0	0.0					0.0	1.0				
user2935	1982					0.0	6.0			0.0	9.0												
user2936	1979					0.0	1.0			0.0	2.0												
user2937	1987					0.0	1.0			1.0	6.0									0.0	1.0		
user2938	1987					0.0	8.0			5.0	9.0									0.0	5.0		
user2939	1971					1.0	11.0	0.0	1.0	6.0	5.0	3.0	0.0					0.0	1.0	0.0	2.0		
user2940	1983					0.0	1.0	0.0	1.0	5.0	0.0			1.0	0.0								
user2941	1992					0.0	2.0			1.0	1.0												
user2942	1969					0.0	1.0							1.0	0.0								
user2943	1987					0.0	2.0	0.0	1.0	1.0	9.0							0.0	3.0	0.0	2.0		
user2944	1966					0.0	1.0			4.0	0.0									0.0	1.0		
user2945	1982					0.0	14.0	0.0	2.0	3.0	18.0											0.0	4.0
user2946	1985					0.0	1.0			0.0	1.0												
user2947	1982					0.0	2.0			2.0	4.0											0.0	1.0
user2948	1983					0.0	1.0			0.0	2.0												
user2949	1989					0.0	3.0			0.0	6.0									0.0	1.0		
user2950	1986					0.0	8.0			5.0	0.0									0.0	1.0	0.0	2.0
user2951	1975					0.0	1.0																
user2952	1987					0.0	1.0			3.0	6.0												
user2953	1987					1.0	2.0			6.0	1.0									0.0	1.0		
user2954	1973					0.0	5.0			6.0	7.0							0.0	2.0				
user2955	1986					0.0	1.0			1.0	0.0											0.0	1.0
user2956	1985					0.0	1.0			2.0	1.0							0.0	1.0				
user2957	1965					0.0	1.0																
user2958	1979					1.0	0.0			1.0	1.0											1.0	1.0
user2959	1983					0.0	1.0	0.0	2.0	4.0	2.0							0.0	1.0	0.0	3.0	0.0	2.0
user2960	1982					0.0	1.0			6.0	0.0							0.0	1.0	0.0	1.0	0.0	1.0
user2961	1981					0.0	2.0			0.0	19.0							0.0	2.0	0.0	1.0	1.0	0.0
user2962	1984					0.0	1.0																
user2963	1984					0.0	1.0	1.0	0.0														
user2964	1982					0.0	1.0			0.0	3.0												
user2965	1987					0.0	1.0			7.0	2.0									0.0	2.0		
user2966	1978					0.0	1.0											1.0	0.0				
user2967	1980					0.0	3.0			2.0	10.0											0.0	1.0
user2968	1979					1.0	12.0	1.0	2.0	4.0	6.0							0.0	5.0	0.0	4.0	0.0	3.0
user2969	1981					0.0	1.0			4.0	0.0							0.0	1.0				
user2970	1977					0.0	1.0	0.0	1.0	0.0	1.0												
user2971	1984					0.0	16.0	0.0	1.0	9.0	11.0							0.0	5.0			0.0	2.0
user2972	1988					0.0	5.0			8.0	20.0			1.0	0.0			0.0	1.0				
user2973	1978					0.0	5.0			0.0	24.0												
user2974	1989					0.0	1.0			0.0	1.0												
user2975	1987					0.0	3.0			7.0	9.0											0.0	2.0
user2976	1985					0.0	4.0	0.0	1.0	0.0	12.0									1.0	0.0		
user2977	1971					0.0	2.0	0.0	2.0	21.0	0.0												
user2978	1980					0.0	3.0			0.0	18.0							0.0	2.0	0.0	1.0		
user2979	1986					0.0	6.0	0.0	1.0	0.0	13.0	1.0	0.0					0.0	4.0	1.0	2.0		
user2980	1986					1.0	4.0	0.0	3.0	0.0	21.0	1.0	0.0					0.0	4.0	0.0	2.0	0.0	1.0
user2981	1966					0.0	5.0	0.0	1.0	2.0	31.0	2.0	1.0					0.0	2.0	0.0	1.0		
user2982	1978					0.0	1.0			7.0	0.0							0.0	1.0				
user2983	1982					0.0	5.0			1.0	11.0	1.0	0.0					0.0	3.0	0.0	2.0	0.0	1.0
user2984	1982					0.0	4.0	0.0	4.0	1.0	0.0							0.0	2.0			1.0	5.0
user2985	1987					0.0	1.0			0.0	3.0												
user2986	1979					0.0	5.0			1.0	18.0							0.0	1.0	0.0	3.0	0.0	1.0
user2987	1980					0.0	2.0	1.0	1.0	1.0	1.0												
user2988	1985					1.0	5.0			4.0	1.0									1.0	0.0		
user2989	1981					0.0	1.0																
user2990	1976					0.0	1.0			1.0	11.0									0.0	1.0	0.0	1.0
user2991	1982					0.0	3.0			0.0	2.0												
user2992	1977					1.0	8.0	1.0	4.0	23.0	2.0	2.0	0.0	1.0	0.0			0.0	4.0	0.0	2.0	0.0	1.0
user2993	1980					0.0	8.0			2.0	7.0							0.0	2.0			0.0	1.0
user2994	1991					0.0	8.0	0.0	1.0	16.0	3.0							0.0	1.0			0.0	1.0
user2995	1955					0.0	3.0			5.0	0.0											1.0	1.0
user2996	1979					1.0	2.0			9.0	2.0							0.0	1.0				
user2997	1980					0.0	1.0			0.0	3.0							0.0	1.0				
user2998	1986					0.0	2.0			0.0	5.0												
user2999	1977					0.0	2.0			6.0	11.0												
user3000	1979					0.0	1.0			1.0	0.0												
user3001	1973					0.0	1.0			2.0	0.0												
user3002	1976					0.0	1.0			3.0	10.0									0.0	1.0	0.0	1.0
user3003	1976					1.0	6.0	1.0	1.0	15.0	0.0												
user3004	1985					0.0	1.0			1.0	9.0							0.0	1.0				
user3005	1986					0.0	3.0			32.0	0.0	1.0	0.0							0.0	2.0	0.0	2.0
user3006	1976					0.0	1.0			8.0	2.0							0.0	1.0	0.0	1.0		
user3007	1985					1.0	5.0	0.0	1.0	6.0	7.0			3.0	0.0			1.0	2.0	0.0	2.0		
user3008	1978					0.0	1.0			1.0	2.0												
user3009	1978					0.0	3.0			2.0	4.0											0.0	2.0
user3010	1990					0.0	7.0			0.0	11.0									0.0	2.0		
user3011	1979					0.0	3.0																
user3012	1969					0.0	1.0	0.0	1.0	0.0	18.0					0.0	1.0						
user3013	1977					1.0	4.0			4.0	2.0									0.0	1.0	0.0	1.0
user3014	1966					3.0	0.0							1.0	0.0					0.0	1.0	1.0	0.0
user3015	1984					0.0	16.0			2.0	37.0							0.0	6.0	0.0	1.0	2.0	4.0
user3016	1976					0.0	1.0																
user3017	1983					0.0	3.0																
user3018	1986					0.0	7.0			1.0	33.0							0.0	11.0	0.0	3.0	0.0	1.0
user3019	1971					0.0	1.0			2.0	3.0			1.0	0.0			0.0	1.0	0.0	1.0	0.0	1.0
user3020	1978					0.0	1.0			8.0	0.0											0.0	3.0
user3021	1983					2.0	7.0	0.0	6.0	12.0	8.0	1.0	0.0					0.0	8.0	0.0	1.0	0.0	2.0
user3022	1985					0.0	1.0	0.0	2.0	0.0	12.0									0.0	1.0	0.0	1.0
user3023	1975					0.0	10.0	0.0	1.0	2.0	16.0							0.0	1.0			0.0	1.0
user3024	1979					0.0	1.0			2.0	6.0											1.0	1.0
user3025	1977					0.0	1.0																
user3026	1969					0.0	2.0	0.0	1.0														
user3027	1987					0.0	1.0			1.0	0.0											0.0	1.0
user3028	1976					0.0	4.0			3.0	1.0											1.0	1.0
user3029	1978					0.0	2.0			4.0	0.0			1.0	0.0							1.0	0.0
user3030	1980					2.0	16.0			3.0	41.0							0.0	1.0	0.0	1.0	0.0	3.0
user3031	1980					0.0	2.0			4.0	0.0									0.0	3.0		
user3032	1971					0.0	1.0															0.0	2.0
user3033	1985					0.0	3.0			2.0	2.0												
user3034	1981					0.0	1.0			5.0	5.0							0.0	1.0				
user3035	1977					0.0	7.0			0.0	12.0							0.0	1.0			0.0	2.0
user3036	1966					0.0	3.0			0.0	13.0												
user3037	1984					0.0	5.0			13.0	6.0	1.0	0.0					0.0	1.0				
user3038	1978					0.0	1.0																
user3039	1977					0.0	1.0			1.0	8.0							0.0	1.0	0.0	2.0	0.0	1.0
user3040	1976					0.0	1.0	0.0	3.0	0.0	5.0							0.0	1.0	0.0	1.0	0.0	1.0
user3041	1978					0.0	8.0	1.0	1.0	4.0	10.0							0.0	2.0				
user3042	1984					0.0	5.0			0.0	8.0											0.0	1.0
user3043	1977					1.0	1.0			6.0	0.0			2.0	0.0			0.0	4.0				
user3044	1981					0.0	1.0	0.0	1.0	0.0	5.0												
user3045	1988					0.0	2.0			6.0	14.0											1.0	1.0
user3046	1988					0.0	2.0			0.0	14.0							0.0	1.0			0.0	1.0
user3047	1965					0.0	1.0			2.0	0.0												
user3048	1986					0.0	1.0			0.0	3.0							0.0	2.0	0.0	2.0	0.0	1.0
user3049	1987					0.0	12.0	0.0	3.0	3.0	32.0			1.0	0.0			0.0	7.0	0.0	1.0	0.0	3.0
user3050	1983					0.0	6.0			4.0	4.0							0.0	1.0	1.0	2.0	0.0	1.0
user3051	1984					0.0	3.0	0.0	2.0	1.0	26.0							0.0	1.0				
user3052	1987					0.0	8.0	0.0	2.0	5.0	14.0							0.0	3.0	0.0	2.0	0.0	3.0
user3053	1982					0.0	1.0			1.0	1.0	1.0	0.0										
user3054	1982					0.0	1.0																
user3055	1981					0.0	1.0			1.0	11.0											0.0	1.0
user3056	1984					0.0	4.0			0.0	15.0							0.0	1.0	0.0	1.0	0.0	1.0
user3057	1985					0.0	4.0			2.0	13.0							0.0	4.0				
user3058	1981					0.0	1.0			0.0	2.0							0.0	1.0				
user3059	1985					0.0	1.0			0.0	1.0							0.0	1.0				
user3060	1988					0.0	2.0			0.0	1.0												
user3061	1976					0.0	2.0			6.0	0.0							0.0	1.0				
user3062	1974					0.0	1.0	0.0	2.0	0.0	4.0			1.0	0.0								
user3063	1987					0.0	1.0	0.0	1.0	0.0	4.0									0.0	2.0		
user3064	1985					0.0	4.0	0.0	2.0	5.0	14.0							0.0	7.0	0.0	4.0		
user3065	1971					0.0	5.0	0.0	1.0	17.0	18.0							0.0	1.0	0.0	2.0	1.0	0.0
user3066	1985					0.0	6.0			17.0	0.0							0.0	1.0				
user3067	1989					0.0	3.0			1.0	14.0							0.0	1.0	0.0	1.0	1.0	1.0
user3068	1987					0.0	8.0	0.0	3.0	0.0	69.0			3.0	0.0			0.0	6.0	0.0	2.0	0.0	6.0
user3069	1985					0.0	2.0			4.0	0.0												
user3070	1986					0.0	1.0	0.0	1.0	0.0	1.0												
user3071	1979					0.0	6.0	0.0	3.0	7.0	92.0			1.0	0.0			0.0	2.0	1.0	2.0	1.0	2.0
user3072	1984					0.0	10.0	0.0	1.0	4.0	44.0			1.0	0.0			0.0	3.0			0.0	2.0
user3073	1971					0.0	1.0											0.0	2.0	0.0	1.0	0.0	1.0
user3074	1981					0.0	7.0			9.0	0.0							0.0	4.0			0.0	1.0
user3075	1987					0.0	2.0			9.0	1.0												
user3076	1980					0.0	3.0	2.0	2.0	6.0	11.0			1.0	0.0	1.0	0.0	0.0	1.0	0.0	4.0	0.0	3.0
user3077	1986					0.0	4.0			8.0	10.0							0.0	3.0			0.0	3.0
user3078	1983					0.0	5.0	0.0	1.0	1.0	46.0			2.0	0.0			0.0	7.0	1.0	0.0	0.0	1.0
user3079	1987					0.0	3.0			0.0	9.0					1.0	0.0						
user3080	1977					0.0	6.0	0.0	1.0	7.0	16.0	1.0	0.0					0.0	2.0	0.0	1.0	0.0	2.0
user3081	1984					0.0	1.0			11.0	7.0							0.0	1.0	1.0	1.0		
user3082	1975					0.0	2.0			0.0	10.0			2.0	0.0			0.0	2.0	0.0	1.0	0.0	2.0
user3083	1986					0.0	4.0	0.0	1.0	1.0	21.0			1.0	0.0			0.0	3.0			0.0	2.0
user3084	1989					0.0	1.0	0.0	1.0	0.0	1.0												
user3085	1982					0.0	4.0			1.0	16.0			1.0	0.0					0.0	1.0	0.0	3.0
user3086	1985					0.0	2.0			0.0	2.0							0.0	1.0				
user3087	1984					0.0	1.0	0.0	4.0	2.0	2.0											0.0	1.0
user3088	1989					1.0	13.0			0.0	9.0							0.0	10.0				
user3089	1983					1.0	4.0	2.0	0.0	14.0	13.0			1.0	0.0			0.0	1.0	0.0	1.0	0.0	1.0
user3090	1983					0.0	2.0			3.0	0.0												
user3091	1981					1.0	3.0			4.0	4.0									0.0	1.0		
user3092	1982					0.0	6.0	0.0	1.0	4.0	13.0									0.0	2.0	0.0	5.0
user3093	1979					0.0	3.0	0.0	2.0	0.0	12.0							0.0	4.0				
user3094	1980					0.0	3.0			6.0	0.0							0.0	1.0	0.0	1.0		
user3095	1990					0.0	5.0			1.0	0.0												
user3096	1978					0.0	1.0			1.0	0.0												
user3097	1986					0.0	2.0			7.0	3.0							0.0	1.0				
user3098	1986					0.0	3.0			1.0	7.0			1.0	0.0					0.0	1.0		
user3099	1987					0.0	7.0			2.0	7.0												
user3100	1985					1.0	8.0	1.0	0.0	29.0	16.0			1.0	0.0			0.0	2.0				
user3101	1984					0.0	1.0	0.0	1.0	12.0	6.0							0.0	1.0	0.0	1.0		
user3102	1983					0.0	1.0			2.0	0.0												
user3103	1985					0.0	1.0			0.0	1.0									0.0	1.0	0.0	1.0
user3104	1976					1.0	6.0			1.0	9.0											0.0	1.0
user3105	1987					0.0	8.0	0.0	1.0	2.0	12.0			1.0	0.0			0.0	1.0			0.0	1.0
user3106	1984					0.0	3.0			5.0	5.0									0.0	1.0		
user3107	1988					3.0	0.0			3.0	0.0							0.0	1.0	0.0	10.0		
user3108	1987					0.0	1.0			2.0	8.0									0.0	1.0		
user3109	1985					1.0	0.0			7.0	2.0												
user3110	1972					0.0	1.0			1.0	20.0												
user3111	1980					2.0	0.0	0.0	1.0	3.0	0.0												
user3112	1990					0.0	3.0	1.0	0.0	9.0	27.0												
user3113	1981					1.0	2.0	0.0	2.0	3.0	2.0							1.0	0.0			1.0	0.0
user3114	1989					0.0	2.0	0.0	1.0														
user3115	1979					0.0	2.0	0.0	1.0	8.0	2.0							0.0	1.0	0.0	1.0	0.0	1.0
user3116	1982					0.0	3.0			0.0	3.0					1.0	0.0			0.0	2.0		
user3117	1984					0.0	3.0			1.0	1.0									0.0	1.0		
user3118	1989					0.0	1.0			4.0	0.0												
user3119	1978					0.0	3.0			1.0	3.0							0.0	1.0				
user3120	1981					0.0	2.0			1.0	5.0									0.0	1.0		
user3121	1984					1.0	7.0	0.0	4.0	2.0	12.0			1.0	0.0							0.0	1.0
user3122	1987					0.0	3.0			2.0	6.0	2.0	0.0									0.0	1.0
user3123	1977					0.0	5.0	0.0	1.0	0.0	9.0							0.0	1.0				
user3124	1967					1.0	11.0			28.0	16.0							0.0	4.0				
user3125	1990					0.0	2.0			1.0	1.0			0.0	1.0								
user3126	1981					1.0	2.0			2.0	1.0	1.0	0.0					0.0	1.0				
user3127	1976					0.0	1.0	0.0	3.0	0.0	12.0									0.0	1.0		
user3128	1973					0.0	7.0			13.0	1.0	0.0	1.0					0.0	1.0				
user3129	1982					0.0	6.0	1.0	1.0	5.0	18.0					1.0	1.0						
user3130	1983					0.0	6.0	0.0	1.0	18.0	6.0									0.0	1.0		
user3131	1978					0.0	7.0			6.0	12.0							0.0	2.0	0.0	2.0	2.0	0.0
user3132	1986					1.0	3.0			6.0	12.0	1.0	0.0	1.0	0.0					0.0	3.0		
user3133	1982					0.0	2.0	1.0	1.0	4.0	6.0												
user3134	1984					0.0	3.0			2.0	0.0											0.0	1.0
user3135	1983					0.0	4.0	0.0	1.0	4.0	0.0							0.0	1.0	0.0	1.0	0.0	1.0
user3136	1981					0.0	7.0	0.0	1.0	17.0	3.0			1.0	0.0								
user3137	1980					0.0	6.0	0.0	1.0	9.0	0.0												
user3138	1978					0.0	2.0			2.0	0.0												
user3139	1985					0.0	6.0			7.0	0.0												
user3140	1975					1.0	3.0			2.0	0.0							0.0	2.0				
user3141	1973					0.0	4.0			3.0	10.0							1.0	2.0	0.0	2.0		
user3142	1973					1.0	7.0	0.0	2.0	7.0	11.0							0.0	1.0				
user3143	1983					0.0	2.0			2.0	9.0												
user3144	1987					0.0	2.0			1.0	2.0							0.0	1.0				
user3145	1988					0.0	14.0			0.0	16.0							0.0	1.0				
user3146	1983					0.0	2.0			0.0	15.0												
user3147	1986					0.0	1.0			0.0	1.0							0.0	2.0				
user3148	1984					0.0	2.0			0.0	31.0	2.0	0.0	1.0	0.0			0.0	6.0	0.0	1.0		
user3149	1983					0.0	1.0			1.0	11.0	1.0	0.0	1.0	0.0			0.0	1.0			0.0	1.0
user3150	1983					0.0	1.0			3.0	0.0												
user3151	1983					0.0	1.0			3.0	9.0							0.0	1.0				
user3152	1984					0.0	5.0	0.0	1.0	1.0	5.0												
user3153	1985					0.0	2.0			2.0	3.0							0.0	1.0				
user3154	1985					0.0	3.0	1.0	3.0	9.0	23.0			0.0	1.0			0.0	11.0	0.0	4.0	1.0	1.0
user3155	1982					0.0	1.0			2.0	0.0							0.0	3.0				
user3156	1974					0.0	2.0			17.0	0.0			1.0	0.0			0.0	3.0				
user3157	1980					0.0	1.0			0.0	3.0												
user3158	1989					0.0	1.0			4.0	6.0									0.0	1.0	0.0	1.0
user3159	1989					0.0	1.0			9.0	6.0			3.0	0.0			0.0	2.0			0.0	1.0
user3160	1981					0.0	2.0	0.0	1.0	2.0	5.0									0.0	1.0		
user3161	1990					0.0	2.0			2.0	7.0							0.0	1.0			0.0	3.0
