"lemma"	"Totalt"	"SVT nyheter 2004"	"SVT nyheter 2005"	"SVT nyheter 2006"	"SVT nyheter 2007"	"SVT nyheter 2008"	"SVT nyheter 2009"	"SVT nyheter 2010"	"SVT nyheter 2011"	"SVT nyheter 2012"	"SVT nyheter 2013"	"SVT nyheter 2014"	"SVT nyheter 2015"	"SVT nyheter 2016"	"SVT nyheter 2017"	"SVT nyheter 2018"	"SVT nyheter 2019"	"SVT nyheter 2020"	"SVT nyheter 2021"	"SVT nyheter 2022"	"SVT nyheter 2023"	"SVT nyheter okänt datum"
"sikta"	"9"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"3"	"0"	"1"	"0"	"0"
"flytta_fram"	"9"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"2"	"0"	"0"	"0"
"rikta_in"	"9"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"2"	"0"	"0"	"0"	"0"
"överväga"	"9"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"0"	"1"	"2"	"0"
"undvika"	"9"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"4"	"0"	"1"	"1"	"0"
"tolka"	"9"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"1"	"1"	"1"	"0"
"råka"	"9"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"1"	"1"	"1"	"0"	"0"
"gå_i_pension"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"3"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"0"
"efterträda"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"1"	"1"	"0"	"0"
"överskrida"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"2"	"0"	"0"	"0"
"ha_rätt"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"0"
"simma"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"2"	"0"	"0"
"matcha"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"
"ta_om_hand"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"2"	"0"	"2"	"0"	"0"	"0"
"rädda"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"2"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"
"misslyckas"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"3"	"3"	"1"	"0"	"0"	"0"	"0"	"0"
"komma_igen"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"0"
"innefatta"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"0"
"förflytta"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"0"	"1"	"1"	"0"	"1"	"2"	"0"	"0"
"dra_över"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"3"	"0"	"0"	"2"	"0"	"0"	"1"	"0"
"rusta"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"1"	"2"	"0"
"rusta_upp"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"1"	"2"	"0"
"prova"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"
"prestera"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"3"	"2"	"0"	"0"
"motsätta_sig"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"3"	"0"	"2"	"0"	"0"	"0"	"1"	"0"
"komma_överens"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"3"	"1"	"1"	"0"	"0"
"välkomna"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"2"	"1"	"2"	"0"	"0"
"resa_sig"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"3"	"2"	"1"	"0"	"1"	"0"	"0"
"färdigställa"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"0"	"1"	"1"	"1"	"1"	"0"
"få_ihop"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"0"	"0"
"frigöra"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"3"	"0"	"1"	"1"	"1"	"1"	"0"	"0"
"slopa"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"1"	"0"	"1"	"2"	"1"	"0"
"njuta"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"4"	"0"	"2"	"1"	"1"	"0"
"bemöta"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"1"	"0"	"0"	"2"	"2"	"0"
"tro"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"3"	"1"	"1"	"0"
"komma_sig"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"2"	"2"	"0"	"0"
"räknas"	"8"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"0"
"växa_upp"	"8"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"
"släcka"	"8"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"slå_till"	"8"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"
"lukta"	"8"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"0"
"trappa_upp"	"8"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"3"	"0"	"0"
"slå_igenom"	"8"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"1"	"0"	"0"	"0"
"skära"	"8"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"
"råka_ut"	"8"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"1"	"1"	"0"	"0"
"operera"	"8"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"
"låna_ut"	"8"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"0"
"närma"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"2"	"0"	"0"
"närma_sig"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"2"	"0"	"0"
"spela_upp"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"1"	"0"
"hålla_ut"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"
"förse"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"
"vistas"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"0"	"0"	"0"
"läka"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"1"	"0"
"föra_med_sig"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"1"	"1"	"0"	"1"	"0"	"0"
"dämpa"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"2"	"0"
"tillta"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"0"
"ta_vara"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"
"överraska"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"
"begå_brott"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"1"	"1"	"0"	"0"	"0"
"explodera"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"
"avstå"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"2"	"1"	"0"	"1"	"0"	"0"	"0"
"utvisa"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"1"	"0"	"1"	"1"	"0"	"0"
"sanera"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"0"
"rymmas"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"0"
"lämna_efter_sig"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"3"	"0"	"0"	"0"
"komma_hem"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"1"	"0"	"2"	"0"	"0"
"kasta"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"2"	"0"	"0"	"0"
"hävda"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"2"	"1"	"0"
"gagna"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"sammanställa"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"
"äta_upp"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"2"	"0"	"0"
"skjuta_till"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"3"	"2"	"1"	"0"	"0"	"0"
"skaffa"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"2"	"1"	"1"	"0"	"0"	"0"
"köra_in"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"2"	"1"	"0"
"klubba"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"0"	"1"	"3"	"0"	"0"	"0"	"0"
"framträda"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"0"
"höra_av_sig"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"0"
"starta_om"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"2"	"2"	"1"	"0"	"0"	"0"
"heja"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"3"	"2"	"0"
"eskalera"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"0"
"lyfta_sig"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"5"	"0"	"0"	"0"
"flyta"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"1"	"1"	"0"	"0"	"1"	"0"
"samordna"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"2"	"1"	"1"	"0"	"0"
"vårda"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"3"	"2"	"0"	"0"
"vänja"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"vänja_sig"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"förlägga"	"7"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"
"stå_till_förfogande"	"7"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"
"knyta"	"7"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"
"hoppa_av"	"7"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"smitta"	"7"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"0"	"0"	"0"	"0"
"slå_ut"	"7"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"
"rätta_sig"	"7"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"omvandla"	"7"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"
"rikta_in_sig"	"7"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"
"utlysa"	"7"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"1"	"0"	"0"	"0"
"spara_in"	"7"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"2"	"0"	"1"	"0"	"0"	"0"
"riskera"	"7"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"0"
"basera"	"7"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"
"gråta"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"
"välja_ut"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"
"vila"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"
"stå_i_fokus"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"rasa"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"1"	"1"	"0"
"ifrågasätta"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"
"skriva_ut"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"0"
"utlämna"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"3"	"0"	"0"	"0"
"neka"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"1"	"0"	"0"	"0"
"förstöras"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"
"mäta"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"0"
"tillbringa"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"
"plocka_ner"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"matta"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"
"mattas"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"
"bry"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"bry_sig"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"ansluta_sig"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"0"
"ta_reda"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"0"
"peka"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"1"	"1"	"0"
"måla"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"
"kommunicera"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"0"	"0"
"hålla_hus"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"
"föda"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"
"anta"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"0"
"belysa"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"0"
"låsa_in"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"1"	"0"
"köra_ut"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"0"	"0"	"0"	"1"	"0"	"1"	"0"
"hota"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"0"
"avbryta"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"0"
"hålla_fast"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"
"fly"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"0"
"bosätta_sig"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"2"	"0"	"0"	"1"	"0"	"0"
"ångra_sig"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"3"	"0"	"1"	"0"	"0"	"0"	"0"
"vittna"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"2"	"0"	"1"	"0"
"uppsöka"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"
"tillämpa"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"
"sticka_ut"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"2"	"0"	"0"
"knacka"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"0"	"2"	"0"	"0"
"knacka_dörr"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"0"	"2"	"0"	"0"
"blanda"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"2"	"0"	"0"
"fjärrstyra"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"verkställa"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"1"	"2"	"0"	"0"	"0"	"0"
"ratificera"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"4"	"0"
