period	username	total	v1abs	v2abs	v1rel	v2rel	perauthor
2015	memmo47	1	0	1	0	1	1
2009	Memnok	1	1	0	1	0	1
2011	Memnok	2	2	0	1	0	2
2014	memoryloss75	3	0	3	0	1	1
2007	memymo	1	1	0	1	0	1
2008	memyselfandaj	1	1	0	1	0	1
2014	Mendes	2	0	2	0	1	1
2013	mendokse	1	0	1	0	1	1
2018	mendokse	2	0	2	0	1	3
2021	mendokse	5	0	5	0	1	2
2022	mendokse	1	0	1	0	1	4
2022	Menea	4	0	4	0	1	1
2015	MeNeFrego	1	0	1	0	1	1
2015	menelik	12	11	1	0.9166666667	0.0833333333	1
2016	Menimienai	1	0	1	0	1	1
2022	Menimienai	3	0	3	0	1	2
2013	MenOfLowMoralFibre	5	0	5	0	1	1
2017	Mensaonemill	1	0	1	0	1	1
2013	Menschenkind	1	0	1	0	1	1
2021	Menskopp123	2	0	2	0	1	1
2019	MentalTraslojd	1	0	1	0	1	1
2016	Mentat57	1	0	1	0	1	1
2017	Mentat57	3	1	2	0.3333333333	0.6666666667	2
2018	Mentat57	1	1	0	1	0	3
2022	Mentat57	2	1	1	0.5	0.5	4
2017	Menthuhotep	1	0	1	0	1	1
2011	mentos-fruit	1	1	0	1	0	1
2014	MentosFruitcore	4	4	0	1	0	1
2020	menusch	3	0	3	0	1	1
2015	Menved	1	0	1	0	1	1
2010	MEOW.	2	2	0	1	0	1
2014	Meowgrrr	1	0	1	0	1	1
2009	Mephistopheles	2	2	0	1	0	1
2015	Merapi	6	0	6	0	1	3
2016	Merapi	6	0	6	0	1	5
2017	Merapi	32	1	31	0.03125	0.96875	6
2018	Merapi	34	0	34	0	1	7
2019	Merapi	9	0	9	0	1	4
2020	Merapi	15	0	15	0	1	1
2021	Merapi	23	0	23	0	1	2
2022	Merapi	11	0	11	0	1	8
2022	Mercede	2	0	2	0	1	1
2018	mercifultoyou	1	1	0	1	0	1
2019	Merdive	1	0	1	0	1	3
2020	Merdive	1	0	1	0	1	1
2021	Merdive	1	0	1	0	1	2
2014	Merenkurkku	1	0	1	0	1	1
2020	Merkur	5	0	5	0	1	1
2022	Merkur	2	0	2	0	1	2
2011	Merkwurdigliebe	4	4	0	1	0	1
2012	Merlinus	1	1	0	1	0	1
2014	merrily	3	0	3	0	1	1
2019	Merrybum	1	0	1	0	1	1
2022	merrymaiden	4	0	4	0	1	1
2014	Mertillen	1	0	1	0	1	2
2015	Mertillen	2	0	2	0	1	4
2017	Mertillen	1	0	1	0	1	6
2018	Mertillen	1	0	1	0	1	7
2019	Mertillen	2	0	2	0	1	5
2020	Mertillen	3	0	3	0	1	1
2021	Mertillen	1	0	1	0	1	3
2015	Merwinna	4	0	4	0	1	3
2016	Merwinna	9	0	9	0	1	5
2017	Merwinna	10	0	10	0	1	6
2018	Merwinna	6	0	6	0	1	7
2019	Merwinna	12	0	12	0	1	4
2020	Merwinna	6	0	6	0	1	1
2021	Merwinna	4	0	4	0	1	2
2022	Merwinna	3	0	3	0	1	8
2009	Merzzedes	1	0	1	0	1	1
2019	Mes	1	0	1	0	1	1
2008	Mescalito	1	1	0	1	0	1
2012	Mesomorph-	1	0	1	0	1	2
2013	Mesomorph-	4	0	4	0	1	1
2021	Messial	1	0	1	0	1	1
2022	Messial	5	0	5	0	1	2
2013	MetallicMonk	1	0	1	0	1	1
2014	MetallicMonk	1	0	1	0	1	2
2015	MetallicMonk	9	0	9	0	1	3
2011	metamorf242gnu	3	1	2	0.3333333333	0.6666666667	1
2011	Methos	13	13	0	1	0	2
2012	Methos	1	1	0	1	0	3
2019	Methos	1	1	0	1	0	1
2022	Methos	1	0	1	0	1	4
2022	Methoxetamine	1	0	1	0	1	1
2014	Mextreme	1	0	1	0	1	1
2015	Mextreme	6	0	6	0	1	2
2016	Mextreme	1	0	1	0	1	3
2017	Mextreme	4	0	4	0	1	4
2018	Mextreme	1	0	1	0	1	5
2010	Meyer_Lansky	2	2	0	1	0	1
2015	Mezzanine87	1	0	1	0	1	1
2015	MFGT	1	0	1	0	1	1
2015	Mgift	8	0	8	0	1	1
2018	Mi-Randa	1	0	1	0	1	1
2015	Mialterego	2	0	2	0	1	2
2018	Mialterego	1	0	1	0	1	3
2021	Mialterego	1	0	1	0	1	1
2014	MiamiDolphins2000	1	1	0	1	0	1
2021	MiaWoodgard	1	0	1	0	1	1
2007	micaele	1	1	0	1	0	2
2009	micaele	1	1	0	1	0	1
2022	Mich13	1	0	1	0	1	1
2018	michail.bakunin	2	0	2	0	1	1
2020	Michalishenko	1	0	1	0	1	1
2021	MickDoohan	1	0	1	0	1	1
2011	Micke_hs	1	1	0	1	0	3
2013	Micke_hs	2	2	0	1	0	1
2014	Micke_hs	2	0	2	0	1	2
2013	Mickemanen	1	0	1	0	1	1
2015	Mickemanen	1	0	1	0	1	2
2016	Mickemanen	1	0	1	0	1	3
2019	Mickey-D	1	0	1	0	1	3
2020	Mickey-D	1	0	1	0	1	1
2021	Mickey-D	1	0	1	0	1	2
2022	Mickey-D	1	0	1	0	1	4
2014	micks	1	0	1	0	1	1
2013	Micksan	1	0	1	0	1	1
2009	micro113	2	2	0	1	0	9
2010	micro113	5	5	0	1	0	5
2011	micro113	1	1	0	1	0	10
2012	micro113	10	1	9	0.1	0.9	13
2013	micro113	1	0	1	0	1	1
2014	micro113	23	0	23	0	1	3
2015	micro113	5	0	5	0	1	6
2016	micro113	3	1	2	0.3333333333	0.6666666667	8
2017	micro113	20	0	20	0	1	11
2018	micro113	5	0	5	0	1	12
2019	micro113	1	0	1	0	1	7
2020	micro113	1	0	1	0	1	2
2021	micro113	6	0	6	0	1	4
2022	micro113	7	0	7	0	1	14
2018	Microserf	2	0	2	0	1	1
2018	MidlifeMommy	2	0	2	0	1	4
2019	MidlifeMommy	7	0	7	0	1	3
2020	MidlifeMommy	8	0	8	0	1	1
2021	MidlifeMommy	6	0	6	0	1	2
2022	MidlifeMommy	5	0	5	0	1	5
2013	Midsommardagen	2	0	2	0	1	1
2019	Midsommardagen	2	0	2	0	1	3
2021	Midsommardagen	1	0	1	0	1	2
2015	Midu	2	0	2	0	1	1
2016	Midu	1	0	1	0	1	2
2015	midvintermorker	1	0	1	0	1	2
2016	midvintermorker	1	0	1	0	1	3
2021	midvintermorker	1	0	1	0	1	1
2015	mifforeporter	1	0	1	0	1	1
2022	migge1985	1	0	1	0	1	1
2012	mightyscoop	1	1	0	1	0	1
2015	Migrat	1	0	1	0	1	1
2018	Migsvetsarn	1	0	1	0	1	2
2019	Migsvetsarn	1	0	1	0	1	1
2012	Mihailovic	1	0	1	0	1	1
2019	mikael_svensson	1	0	1	0	1	2
2020	mikael_svensson	6	0	6	0	1	1
2014	mikael2	1	0	1	0	1	2
2016	mikael2	3	0	3	0	1	3
2020	mikael2	1	0	1	0	1	1
2010	Mikael666	9	9	0	1	0	2
2011	Mikael666	5	4	1	0.8	0.2	3
2014	Mikael666	1	0	1	0	1	1
2013	Mikael861	4	0	4	0	1	1
2014	Mikael861	10	0	10	0	1	2
2017	Mikael861	6	0	6	0	1	4
2019	Mikael861	1	0	1	0	1	3
2009	mikaels	1	1	0	1	0	5
2015	mikaels	1	0	1	0	1	2
2016	mikaels	1	0	1	0	1	4
2019	mikaels	2	0	2	0	1	3
2020	mikaels	1	0	1	0	1	1
2022	mikaels	1	0	1	0	1	6
2022	MikAnd	1	0	1	0	1	1
2013	Mike-Bored	1	1	0	1	0	1
2017	Mike.Andersen	1	0	1	0	1	1
2017	mike70	1	0	1	0	1	1
2022	mikeofml	1	0	1	0	1	1
2014	Mikeyjames	1	1	0	1	0	1
2015	Mikeyjames	4	0	4	0	1	2
2016	Mikeyjames	3	0	3	0	1	4
2018	Mikeyjames	3	0	3	0	1	5
2019	Mikeyjames	4	0	4	0	1	3
2017	Mikibu	1	0	1	0	1	1
2022	Mikibu	2	0	2	0	1	2
2019	Mikie	1	0	1	0	1	1
2022	Mikie	1	0	1	0	1	2
2021	MikkeMus	1	0	1	0	1	1
2010	Mikojan	1	1	0	1	0	3
2012	Mikojan	3	2	1	0.6666666667	0.3333333333	6
2013	Mikojan	5	4	1	0.8	0.2	1
2014	Mikojan	8	0	8	0	1	2
2015	Mikojan	9	1	8	0.1111111111	0.8888888889	4
2016	Mikojan	4	1	3	0.25	0.75	5
2011	Mikolino	1	1	0	1	0	1
2022	Mikroskopet	1	0	1	0	1	1
2011	mikx	1	1	0	1	0	1
2014	Milan.Sevo	3	0	3	0	1	1
2015	Milan.Sevo	2	0	2	0	1	2
2012	Milanesisk	1	0	1	0	1	1
2020	MildFoamSoap	1	1	0	1	0	1
2015	Milford.Cubicle	1	0	1	0	1	1
2015	milhouse	2	0	2	0	1	1
2010	MilitantCanibal	3	3	0	1	0	2
2011	MilitantCanibal	6	6	0	1	0	3
2012	MilitantCanibal	1	0	1	0	1	4
2013	MilitantCanibal	3	3	0	1	0	1
2014	Milizer	1	1	0	1	0	1
2015	Milizer	4	0	4	0	1	2
2018	Milldue	1	0	1	0	1	3
2020	Milldue	19	0	19	0	1	1
2021	Milldue	1	0	1	0	1	2
2022	Milldue	2	0	2	0	1	4
2001	Mille Da Mouse (old)	1	1	0	1	0	1
2022	MillivaBilli	1	0	1	0	1	1
2012	Milo.Minderbender	1	0	1	0	1	2
2014	Milo.Minderbender	9	1	8	0.1111111111	0.8888888889	1
2019	Milovina	2	0	2	0	1	1
2014	Milton-E	1	0	1	0	1	1
2018	Milton-E	1	0	1	0	1	2
2017	mimikremerad	1	0	1	0	1	1
2019	Mimmirider	3	0	3	0	1	3
2020	Mimmirider	6	0	6	0	1	1
2021	Mimmirider	5	0	5	0	1	2
2022	Mimmirider	4	0	4	0	1	4
2021	Mimur	1	0	1	0	1	1
2014	min-farsa	1	0	1	0	1	1
2020	Mindbusiness	1	0	1	0	1	1
2022	Mindbusiness	1	0	1	0	1	2
2010	Mindfullnes	1	0	1	0	1	1
2011	Mindmender	1	1	0	1	0	1
2015	MindreModigMan	1	0	1	0	1	1
2015	mindstream	1	0	1	0	1	2
2021	mindstream	2	0	2	0	1	1
2022	mindstream	1	0	1	0	1	3
2022	MinglaC	15	0	15	0	1	1
2022	Mingydarkjew	2	0	2	0	1	1
2021	Minh-Heng-Pung	2	0	2	0	1	1
2010	miniCarl	7	7	0	1	0	1
2014	Minimalt_Psykad	5	0	5	0	1	1
2008	Minimum	1	1	0	1	0	1
2010	minipanini	1	1	0	1	0	1
2011	minipanini	3	1	2	0.3333333333	0.6666666667	2
2012	minipanini	1	1	0	1	0	3
2014	Minipax	1	0	1	0	1	1
2015	Minipax	1	0	1	0	1	2
2013	Ministry.of.Truth	3	0	3	0	1	1
2015	Ministry.of.Truth	3	0	3	0	1	3
2017	Ministry.of.Truth	1	0	1	0	1	4
2021	Ministry.of.Truth	1	0	1	0	1	2
2017	ministryofdrugs	1	0	1	0	1	2
2020	ministryofdrugs	1	0	1	0	1	1
2012	minkk	1	0	1	0	1	1
2014	minopolis	1	0	1	0	1	1
2012	minus5	1	1	0	1	0	1
2010	minutz3	8	8	0	1	0	1
2011	minutz3	13	13	0	1	0	2
2011	mirafiori	1	1	0	1	0	1
2018	Mirandamirage	1	0	1	0	1	2
2019	Mirandamirage	1	0	1	0	1	1
2022	Mirandamirage	1	0	1	0	1	3
2020	Miraquel	1	1	0	1	0	1
2021	Miraquel	1	0	1	0	1	2
2011	mirror-saw	1	1	0	1	0	1
2016	miscusi	1	0	1	0	1	1
2012	mishima	2	0	2	0	1	1
2022	Misogynist	1	0	1	0	1	1
2021	mison60	1	0	1	0	1	1
2020	misr	11	0	11	0	1	1
2007	Miss Cellulite	1	1	0	1	0	1
2015	Miss.Ebola	1	0	1	0	1	1
2021	MissAjDiHiDi	1	0	1	0	1	1
2022	MissAjDiHiDi	7	5	2	0.7142857143	0.2857142857	2
2022	MissDecibella	1	0	1	0	1	1
2021	MissDope	1	0	1	0	1	1
2010	MissFitt73	1	1	0	1	0	1
2021	Missouri	1	0	1	0	1	1
2022	Missouri	3	0	3	0	1	2
2020	Mister	1	0	1	0	1	1
2013	Mister-Serioso	1	0	1	0	1	1
2016	MisterAdamov	1	0	1	0	1	1
2021	MisterMagooo	1	0	1	0	1	1
2011	mistermonster	1	1	0	1	0	1
2008	MisterTom	2	2	0	1	0	1
2019	MisterWhite	1	0	1	0	1	1
2021	Mistyarrow	1	0	1	0	1	1
2010	mitbac	2	2	0	1	0	1
2022	Mitch-Moon	1	0	1	0	1	1
2009	Mithrilbrynja	1	1	0	1	0	1
2015	mitsmer	1	0	1	0	1	1
2017	mitt-namn	1	0	1	0	1	1
2016	mitthopp	1	0	1	0	1	1
2019	Mittiseptember	1	0	1	0	1	1
2020	MittMalmoe	1	0	1	0	1	1
2021	MittMalmoe	1	0	1	0	1	2
2020	MittNyaSaliv	1	0	1	0	1	1
2020	MittPorrKonto	1	0	1	0	1	1
2022	MittPorrKonto	1	0	1	0	1	2
2019	mittra	1	0	1	0	1	1
2022	Miy	1	0	1	0	1	1
2011	miyagismandolin	6	6	0	1	0	1
2010	MJ	7	7	0	1	0	1
2018	Mjäll	2	0	2	0	1	4
2019	Mjäll	3	0	3	0	1	3
2020	Mjäll	7	0	7	0	1	1
2021	Mjäll	1	0	1	0	1	2
2022	Mjäll	1	0	1	0	1	5
2022	mjoelk-kanna	5	0	5	0	1	1
2015	mjp	2	0	2	0	1	1
2016	mjp	1	0	1	0	1	2
2018	mjuk-kuk	1	0	1	0	1	1
2009	MkII	2	2	0	1	0	3
2010	MkII	2	1	1	0.5	0.5	1
2015	MkII	1	0	1	0	1	2
2012	MKultra72	1	0	1	0	1	1
2010	mlk	3	3	0	1	0	1
2017	mmai	4	0	4	0	1	1
2018	mmai	9	0	9	0	1	2
2020	MmGox	1	0	1	0	1	1
2019	Mmmm.harskarteknik	8	0	8	0	1	1
2020	MMXX	1	0	1	0	1	1
2010	Mmyhr	5	5	0	1	0	1
2013	Mnet123	1	1	0	1	0	1
2017	MoaLjung	1	0	1	0	1	1
2020	MobbadeJessica	1	0	1	0	1	1
2021	MobbadeJessica	1	0	1	0	1	2
2010	Mocken	1	1	0	1	0	1
2013	Mockspock	1	0	1	0	1	1
2013	Modammer89	1	0	1	0	1	1
2017	Moderation	2	2	0	1	0	1
2022	moderator-hataren	1	0	1	0	1	1
2008	moderatswing	1	1	0	1	0	3
2009	moderatswing	38	38	0	1	0	2
2010	moderatswing	63	63	0	1	0	1
2014	ModerJord89	1	0	1	0	1	1
2018	Moentos	1	0	1	0	1	1
2018	moerklord	1	0	1	0	1	1
2011	mofasti	3	1	2	0.3333333333	0.6666666667	4
2012	mofasti	1	0	1	0	1	7
2013	mofasti	1	0	1	0	1	1
2014	mofasti	2	0	2	0	1	2
2015	mofasti	1	0	1	0	1	3
2017	mofasti	1	0	1	0	1	5
2018	mofasti	1	0	1	0	1	6
2022	mofasti	1	0	1	0	1	8
2009	Moffegrev	1	1	0	1	0	3
2010	Moffegrev	5	5	0	1	0	2
2012	Moffegrev	3	2	1	0.6666666667	0.3333333333	4
2013	Moffegrev	6	5	1	0.8333333333	0.1666666667	1
2014	Mogaku-san	2	0	2	0	1	1
2020	Mogna-Meloner	1	0	1	0	1	1
2015	mohnomishe	2	0	2	0	1	1
2012	Moiety	1	0	1	0	1	1
2014	Moixa	1	1	0	1	0	1
2014	Mojokii	2	0	2	0	1	2
2017	Mojokii	2	0	2	0	1	4
2020	Mojokii	1	0	1	0	1	1
2021	Mojokii	4	0	4	0	1	3
2013	MolecularSpice	1	1	0	1	0	1
2010	MolkomAnnor	1	1	0	1	0	1
2014	Moll-E	10	4	6	0.4	0.6	1
2015	Moll-E	2	0	2	0	1	2
2013	Möllan63	3	3	0	1	0	1
2008	Mollgan	1	1	0	1	0	1
2020	MollyMae	1	0	1	0	1	1
2014	molndans	4	0	4	0	1	1
2010	MoLoK	9	4	5	0.4444444444	0.5555555556	2
2011	MoLoK	15	12	3	0.8	0.2	4
2012	MoLoK	8	1	7	0.125	0.875	6
2013	MoLoK	5	2	3	0.4	0.6	1
2017	MoLoK	1	0	1	0	1	5
2019	MoLoK	1	0	1	0	1	3
2011	Moltas666	1	1	0	1	0	2
2015	Moltas666	1	0	1	0	1	1
2018	Moment22x22	1	0	1	0	1	1
2022	moment42	2	0	2	0	1	1
2022	momsloveme	1	0	1	0	1	1
2008	Momus	5	5	0	1	0	1
2021	Monco	1	0	1	0	1	1
2021	Mondher	2	0	2	0	1	1
2021	Money2spend	1	0	1	0	1	1
2019	Mongoglad	2	0	2	0	1	2
2020	Mongoglad	3	0	3	0	1	1
2019	Mongoprofeten	4	0	4	0	1	3
2020	Mongoprofeten	2	0	2	0	1	1
2021	Mongoprofeten	3	0	3	0	1	2
2022	Mongoprofeten	3	0	3	0	1	4
2022	mongosuffix	2	0	2	0	1	1
2017	Monkeymoney22	1	0	1	0	1	1
2010	MonkeyPla	1	1	0	1	0	1
2015	Monkeyspank	1	0	1	0	1	2
2020	Monkeyspank	1	0	1	0	1	1
2022	monkiebizness	8	0	8	0	1	1
2017	monogam	1	0	1	0	1	1
2017	Monologpolisen	1	0	1	0	1	2
2019	Monologpolisen	1	0	1	0	1	1
2014	Monorailcat	1	0	1	0	1	1
2020	monotyp	1	0	1	0	1	1
2019	Monsteria	1	0	1	0	1	1
2010	Montbars	1	1	0	1	0	1
2009	monti garbi	1	1	0	1	0	1
2010	MoogBeat	2	2	0	1	0	1
2011	MoogBeat	2	2	0	1	0	2
2011	moonclimber	1	1	0	1	0	1
2022	Moondoom	1	0	1	0	1	1
2011	Moonreflection	1	1	0	1	0	1
2014	Mooon	1	0	1	0	1	1
2015	Mooon	1	0	1	0	1	2
2016	Mooon	2	0	2	0	1	3
2017	Mooon	2	0	2	0	1	4
2018	Moosky	2	0	2	0	1	1
2011	MORAKNIV	1	0	1	0	1	1
2018	moralhora	1	0	1	0	1	3
2019	moralhora	1	1	0	1	0	2
2021	moralhora	1	1	0	1	0	1
2017	Moramannen	2	0	2	0	1	1
2018	Moramannen	1	0	1	0	1	2
2015	morbrostewart	1	0	1	0	1	1
2019	morbrostewart	2	0	2	0	1	2
2005	Mordeath	1	1	0	1	0	1
2008	Mordechai	1	1	0	1	0	1
2008	Mordum	1	1	0	1	0	1
2009	Moreatitude	3	3	0	1	0	1
2011	Morebeer	1	0	1	0	1	1
2014	Moretex	6	0	6	0	1	2
2019	Moretex	10	0	10	0	1	3
2020	Moretex	5	0	5	0	1	1
2022	Moretex	4	0	4	0	1	4
2014	Morfar-52	1	0	1	0	1	1
2021	Morfar-52	1	1	0	1	0	2
2022	MorganJohansson	1	0	1	0	1	1
2006	morgondag	1	1	0	1	0	1
2013	Morgonribba	1	1	0	1	0	1
2013	Morgonrodnad	1	1	0	1	0	1
2014	Morgonrodnad	3	0	3	0	1	2
2016	Morgonrodnad	2	0	2	0	1	3
2011	MORINHO	12	3	9	0.25	0.75	1
2015	morktsvammel	1	0	1	0	1	1
2010	Mormonlady	1	1	0	1	0	2
2014	Mormonlady	10	0	10	0	1	1
2015	Mormonlady	1	0	1	0	1	3
2021	Mormorsmopedhjul	1	0	1	0	1	1
2011	Moroten89	1	0	1	0	1	1
2012	morotense	3	0	3	0	1	1
2022	Morr84	1	0	1	0	1	1
2010	morrhugg	1	1	0	1	0	1
2021	MorT2	1	0	1	0	1	1
2011	mortauxautres	3	3	0	1	0	1
2018	mortauxautres	1	0	1	0	1	2
2005	Mortifer666	2	2	0	1	0	1
2006	Mortifer666	1	1	0	1	0	2
2004	Mortiis	1	1	0	1	0	1
2019	Mosbulle	2	0	2	0	1	2
2020	Mosbulle	1	0	1	0	1	1
2021	Moscow-Mule	1	0	1	0	1	1
2021	Moscow99	1	0	1	0	1	1
2020	Mosquitoseven	1	0	1	0	1	1
2021	Mosquitoseven	2	0	2	0	1	2
2022	Mosquitoseven	6	0	6	0	1	3
2021	Mostcomebackfomo	4	0	4	0	1	1
2016	MosterAugusta	2	0	2	0	1	1
2012	MosterGreger	1	1	0	1	0	1
2019	MosterIBoras	1	1	0	1	0	1
2014	Motala	1	1	0	1	0	1
2014	motarbetar	1	0	1	0	1	1
2015	motarbetar	1	0	1	0	1	2
2017	motarbetar	1	0	1	0	1	3
2018	motarbetar	2	0	2	0	1	4
2016	motherbunny	1	0	1	0	1	1
2020	motherofpearl	1	0	1	0	1	1
2015	motkraft	1	0	1	0	1	1
2016	Motobike	2	2	0	1	0	1
2008	motorhuset	1	1	0	1	0	1
2017	motvall	1	0	1	0	1	1
2019	Motvikten	1	0	1	0	1	1
2007	Motvillig 1.1	1	1	0	1	0	1
2008	Motvillig 1.1	2	2	0	1	0	2
2020	Motvillig1.2	1	0	1	0	1	1
2020	Mouchino	4	0	4	0	1	1
2021	Mouchino	8	0	8	0	1	2
2014	Moulainsault	2	0	2	0	1	1
2020	moulinacafe	1	0	1	0	1	1
2022	moulinacafe	1	0	1	0	1	2
2021	movsd	1	0	1	0	1	1
2009	MoxieMorgan	1	1	0	1	0	1
2013	MPGTN	9	0	9	0	1	1
2014	MPGTN	1	0	1	0	1	2
2009	Mr Anderson	1	1	0	1	0	1
2015	Mr B	1	0	1	0	1	1
2013	Mr blueeye	1	1	0	1	0	1
2008	Mr Coffee	2	2	0	1	0	2
2011	Mr Coffee	2	0	2	0	1	1
2014	Mr Teatime	1	0	1	0	1	1
2007	Mr_Nygren	46	46	0	1	0	3
2008	Mr_Nygren	11	11	0	1	0	5
2009	Mr_Nygren	19	19	0	1	0	2
2010	Mr_Nygren	5	5	0	1	0	1
2011	Mr_Nygren	8	5	3	0.625	0.375	4
2018	Mr_Sinister	2	0	2	0	1	1
2009	mr_zipox	1	1	0	1	0	1
2012	Mr-Bombastic	1	1	0	1	0	1
2017	Mr-Mr	2	0	2	0	1	1
2019	mr-mystic	5	0	5	0	1	3
2020	mr-mystic	1	0	1	0	1	1
2021	mr-mystic	6	2	4	0.3333333333	0.6666666667	2
2011	Mr-potatohead	2	2	0	1	0	1
2020	mr.aids	1	0	1	0	1	1
2010	mr.arne	1	1	0	1	0	2
2012	mr.arne	2	1	1	0.5	0.5	3
2014	mr.arne	1	0	1	0	1	1
2015	Mr.Barlow	2	0	2	0	1	1
2014	Mr.choma	1	0	1	0	1	1
2012	Mr.Conservative	4	2	2	0.5	0.5	1
2008	Mr.CroMe	1	1	0	1	0	1
2017	mr.demon	1	0	1	0	1	3
2020	mr.demon	2	0	2	0	1	1
2021	mr.demon	1	0	1	0	1	2
2022	mr.demon	1	0	1	0	1	4
2022	mr.Floppy	4	0	4	0	1	1
2014	mr.gegge	1	0	1	0	1	2
2015	mr.gegge	2	0	2	0	1	4
2016	mr.gegge	4	0	4	0	1	6
2017	mr.gegge	2	0	2	0	1	7
2018	mr.gegge	3	0	3	0	1	8
2019	mr.gegge	1	0	1	0	1	5
2020	mr.gegge	9	0	9	0	1	1
2021	mr.gegge	2	0	2	0	1	3
2022	mr.gegge	4	0	4	0	1	9
2011	Mr.Goat	1	0	1	0	1	1
2012	Mr.Goat	10	3	7	0.3	0.7	2
2017	Mr.J.Pilvikukka	5	0	5	0	1	1
2018	Mr.J.Pilvikukka	4	1	3	0.25	0.75	2
2011	Mr.Marklar	1	1	0	1	0	1
2015	Mr.Mayhem	1	0	1	0	1	1
2022	Mr.Mxyzptlk	7	1	6	0.1428571429	0.8571428571	1
2007	Mr.Presley	3	3	0	1	0	1
2019	Mr.Rastapopoulos	1	0	1	0	1	1
2013	Mr.Riddim	3	0	3	0	1	1
2014	Mr.Riddim	1	0	1	0	1	2
2011	Mr.Sander	1	1	0	1	0	1
2018	Mr.Schnabel	2	0	2	0	1	1
2009	Mr.Stanley	1	1	0	1	0	1
2014	Mr.Sweden	1	0	1	0	1	1
2010	Mr.Vrnn	1	1	0	1	0	1
2022	Mr.Woods	1	0	1	0	1	1
2011	mr13377	2	0	2	0	1	1
2012	mr13377	1	1	0	1	0	2
2021	Mr1931	4	0	4	0	1	1
2022	Mr1931	2	0	2	0	1	2
2016	mr2cool	1	0	1	0	1	1
2021	MrArtur	1	0	1	0	1	1
2021	MrAsus	2	0	2	0	1	1
2020	MrBabyBoy	1	0	1	0	1	1
2021	MrBabyBoy	1	0	1	0	1	2
2013	MrBlakeney	1	1	0	1	0	1
2010	MrBoaOrm	1	0	1	0	1	1
2019	MrBollocks	1	0	1	0	1	1
2006	mrbonkers	1	1	0	1	0	1
2016	mrboom	1	0	1	0	1	1
2008	MrCheeba	12	12	0	1	0	2
2009	MrCheeba	1	1	0	1	0	1
2022	Mrcool911	1	0	1	0	1	1
2022	MrEarnest	1	0	1	0	1	1
2010	MrEpic	1	1	0	1	0	1
2011	MrEpic	1	1	0	1	0	2
2013	MrFishboy	1	1	0	1	0	1
2016	MrFold	1	0	1	0	1	4
2019	MrFold	4	0	4	0	1	3
2020	MrFold	3	0	3	0	1	1
2021	MrFold	1	0	1	0	1	2
2011	MrJacksson	1	0	1	0	1	1
2012	MrJacksson	10	8	2	0.8	0.2	2
2020	MrLevaLivet	2	0	2	0	1	1
2012	MrMario	2	0	2	0	1	6
2016	MrMario	1	0	1	0	1	4
2018	MrMario	3	0	3	0	1	5
2019	MrMario	6	0	6	0	1	3
2020	MrMario	3	0	3	0	1	1
2021	MrMario	5	0	5	0	1	2
2022	MrMario	3	1	2	0.3333333333	0.6666666667	7
2011	MrMjoelke	1	1	0	1	0	1
2014	mrmoonlights	1	0	1	0	1	1
2015	mrmoonlights	2	0	2	0	1	3
2021	mrmoonlights	1	0	1	0	1	2
2022	mrmoonlights	1	0	1	0	1	4
2019	MrPerfect72	7	0	7	0	1	1
2010	mrpreben	1	1	0	1	0	1
2016	MrProsit	1	0	1	0	1	1
2022	MrRaines	1	0	1	0	1	1
2018	mrredcactus	1	0	1	0	1	1
2013	mrshylock	8	0	8	0	1	1
2014	MrSkargard	1	0	1	0	1	1
2015	MrSkargard	1	0	1	0	1	3
2016	MrSkargard	8	0	8	0	1	4
2017	MrSkargard	4	0	4	0	1	5
2018	MrSkargard	5	0	5	0	1	6
2021	MrSkargard	3	0	3	0	1	2
2010	mrsmart	1	1	0	1	0	1
2011	mrsmart	5	5	0	1	0	2
2021	Mrstardust	1	0	1	0	1	1
2022	Mrstardust	1	0	1	0	1	2
2015	MrStreamer	3	0	3	0	1	3
2016	MrStreamer	10	0	10	0	1	5
2017	MrStreamer	10	0	10	0	1	6
2018	MrStreamer	11	0	11	0	1	7
2019	MrStreamer	8	0	8	0	1	4
2020	MrStreamer	11	0	11	0	1	1
2021	MrStreamer	5	1	4	0.2	0.8	2
2018	MrsVanity1	1	0	1	0	1	1
2021	MrSwedeGliderRunt	3	0	3	0	1	1
2008	mrtänk	1	1	0	1	0	1
2010	MrTomte	1	1	0	1	0	1
2015	mrtowlie	1	0	1	0	1	1
2022	MrWilkins	1	0	1	0	1	1
2010	MrWin	1	1	0	1	0	3
2014	MrWin	1	0	1	0	1	2
2015	MrWin	3	0	3	0	1	4
2016	MrWin	1	0	1	0	1	6
2017	MrWin	5	0	5	0	1	7
2018	MrWin	2	0	2	0	1	8
2019	MrWin	1	0	1	0	1	5
2020	MrWin	5	0	5	0	1	1
2022	MrWin	2	0	2	0	1	9
2011	Mrwl	1	1	0	1	0	1
2020	Mrwomanizer	1	0	1	0	1	1
2014	mrYagi	1	0	1	0	1	1
2009	MRZnr1	1	1	0	1	0	1
2017	MsAluk	1	0	1	0	1	1
2017	mschief	1	0	1	0	1	1
2020	MsFarsta	1	0	1	0	1	1
2015	Mskin	1	0	1	0	1	1
2021	mtflash	1	0	1	0	1	1
2010	mtgglf	1	1	0	1	0	1
2017	mtmmtm	1	0	1	0	1	1
2018	mtmmtm	5	0	5	0	1	2
2022	MU-XPRT-INPUT	4	0	4	0	1	1
