author	age	v2rel	year	bin	binlabel
vist	46		2014	4	40--49
Tecum	59	0.08663089253585053	2014	5	50--59
fruganL	26		2014	2	20--29
yodi	36	3.797320789488115	2014	3	30--39
Pochahontas	42		2014	4	40--49
kicki08	38		2014	3	30--39
LHUF	36	0.27431128917282516	2014	3	30--39
MalinI	37		2014	3	30--39
Sommartider	26		2014	2	20--29
Solaris	46		2014	4	40--49
Ruggugglan	28	0.0	2014	2	20--29
Fjäril kär	38		2014	3	30--39
Gustie	43		2014	4	40--49
hymafr	51	0.014437436272253953	2014	5	50--59
PumpkinQueen	34	0.007218718136126977	2014	3	30--39
Tilcha	31		2014	3	30--39
Lorelei	38		2014	3	30--39
CoolJen	36		2014	3	30--39
car	41		2014	4	40--49
Baronessan	41		2014	4	40--49
hemlis	46		2014	4	40--49
Mopsan	29		2014	2	20--29
Adora1	36	0.021656154408380934	2014	3	30--39
Saltlakrits	32		2014	3	30--39
Alisa	35	0.007218718136126977	2014	3	30--39
Ickan	46		2014	4	40--49
underverket 06	45		2014	4	40--49
barnsäng	46		2014	4	40--49
UWO BaraJag	43		2014	4	40--49
högbergarna	37		2014	3	30--39
Skogsstjärnan	48		2014	4	40--49
Tristan	46		2014	4	40--49
lilla mej	38		2014	3	30--39
sportpappa	38	0.0938433357696507	2014	3	30--39
hot fuss	36		2014	3	30--39
Bohman	30	0.0	2014	3	30--39
AnnaKlara	45		2014	4	40--49
hannis	37	0.04331230881676187	2014	3	30--39
Moomin	34		2014	3	30--39
snobben	46		2014	4	40--49
Insatt	34	0.0	2014	3	30--39
Konvaljen	31		2014	3	30--39
luzorsus	38		2014	3	30--39
gosmamman	33		2014	3	30--39
Brooke	27		2014	2	20--29
brokig	32	0.0	2014	3	30--39
MayaS	46		2014	4	40--49
Emeliee	35		2014	3	30--39
finskaflikkan	32	0.028874872544507907	2014	3	30--39
Tigra79	36	0.0	2014	3	30--39
snöflingan1	46		2014	4	40--49
Carla82	33		2014	3	30--39
Kaosmamma	34		2014	3	30--39
Tant Groda	33		2014	3	30--39
Smajla	27		2014	2	20--29
Mamba	31		2014	3	30--39
ModestyB	34	0.0	2014	3	30--39
AndreaBD	51		2014	5	50--59
Lilla Morran	32		2014	3	30--39
TheLove	46		2014	4	40--49
Bondfia	44		2014	4	40--49
Mania x2	38		2014	3	30--39
SuzR	34	0.15159308085866652	2014	3	30--39
Trikarn	46		2014	4	40--49
Damien och Adrian	43		2014	4	40--49
BasseKatt	41		2014	4	40--49
Daggdroppen	28		2014	2	20--29
Tettan	46	0.0	2014	4	40--49
lottizm	31	0.0	2014	3	30--39
Stella 78	37		2014	3	30--39
Tina B	46		2014	4	40--49
Lillatroll	42		2014	4	40--49
Peztis	46		2014	4	40--49
skruttis11	34		2014	3	30--39
Fiamedbarn	45	0.1949053896754284	2014	4	40--49
Tuttie	35		2014	3	30--39
castillo	28	0.2670925710366982	2014	2	20--29
Studentpappa	34	0.23099898035606325	2014	3	30--39
mikroE	33	0.0	2014	3	30--39
CamillaJ	31		2014	3	30--39
Annanym	46		2014	4	40--49
LeaveMeAlone	32	0.07218718136126977	2014	3	30--39
cruz	46		2014	4	40--49
Hedi	50		2014	5	50--59
LuMa	37		2014	3	30--39
TantG	46		2014	4	40--49
allakantralla	40		2014	4	40--49
NinaFina	46		2014	4	40--49
Jossan	46	0.007218718136126977	2014	4	40--49
Mirren	38		2014	3	30--39
Diana	50		2014	5	50--59
Solkattan	40	0.20212410781155535	2014	4	40--49
jazzy	29		2014	2	20--29
Kryztina	38		2014	3	30--39
Alle	47		2015	4	40--49
Jeanette	47		2015	4	40--49
Anne69	47		2015	4	40--49
Jossebell	48		2015	4	40--49
Emeli	63	0.033789923808677666	2015	6	60+
AW76	40		2015	4	40--49
Impertiff	43		2015	4	40--49
Nickis	43		2015	4	40--49
Happy me	41		2015	4	40--49
Tyrell	44		2015	4	40--49
Lindadjo	39		2015	3	30--39
mossan	47		2015	4	40--49
nnnnnnnn	47		2015	4	40--49
Dohgon	29	0.0	2015	2	20--29
Ett två tre	31		2015	3	30--39
Snakeheart	36		2015	3	30--39
Gladabarnensmamma	34	0.0	2015	3	30--39
copycat	30	0.011263307936225889	2015	3	30--39
modestyclara	38		2015	3	30--39
hotten	42		2015	4	40--49
Anne M	58		2015	5	50--59
bubbelmaja	39		2015	3	30--39
vist	47		2015	4	40--49
Tecum	60	0.06757984761735533	2015	6	60+
fruganL	27		2015	2	20--29
yodi	37	4.381426787191871	2015	3	30--39
Pochahontas	43		2015	4	40--49
kicki08	39	0.011263307936225889	2015	3	30--39
LHUF	37	0.09010646348980711	2015	3	30--39
MalinI	38		2015	3	30--39
Sommartider	27		2015	2	20--29
Solaris	47		2015	4	40--49
Ruggugglan	29		2015	2	20--29
Fjäril kär	39		2015	3	30--39
Gustie	44		2015	4	40--49
hymafr	52	0.0	2015	5	50--59
PumpkinQueen	35	0.0	2015	3	30--39
Tilcha	32		2015	3	30--39
Lorelei	39		2015	3	30--39
CoolJen	37		2015	3	30--39
car	42		2015	4	40--49
Baronessan	42		2015	4	40--49
hemlis	47		2015	4	40--49
Mopsan	30		2015	3	30--39
Adora1	37	0.0	2015	3	30--39
Saltlakrits	33		2015	3	30--39
Alisa	36	0.0	2015	3	30--39
Ickan	47		2015	4	40--49
underverket 06	46		2015	4	40--49
barnsäng	47		2015	4	40--49
UWO BaraJag	44		2015	4	40--49
högbergarna	38		2015	3	30--39
Skogsstjärnan	49		2015	4	40--49
Tristan	47		2015	4	40--49
lilla mej	39		2015	3	30--39
sportpappa	39	0.18021292697961422	2015	3	30--39
hot fuss	37		2015	3	30--39
Bohman	31		2015	3	30--39
AnnaKlara	46		2015	4	40--49
hannis	38	0.0	2015	3	30--39
Moomin	35		2015	3	30--39
snobben	47		2015	4	40--49
Insatt	35		2015	3	30--39
Konvaljen	32		2015	3	30--39
luzorsus	39		2015	3	30--39
gosmamman	34		2015	3	30--39
Brooke	28		2015	2	20--29
brokig	33		2015	3	30--39
MayaS	47		2015	4	40--49
Emeliee	36		2015	3	30--39
finskaflikkan	33	0.38295246983168024	2015	3	30--39
Tigra79	37		2015	3	30--39
snöflingan1	47		2015	4	40--49
Carla82	34		2015	3	30--39
Kaosmamma	35		2015	3	30--39
Tant Groda	34		2015	3	30--39
Smajla	28		2015	2	20--29
Mamba	32		2015	3	30--39
ModestyB	35	0.011263307936225889	2015	3	30--39
AndreaBD	52		2015	5	50--59
Lilla Morran	33		2015	3	30--39
TheLove	47		2015	4	40--49
Bondfia	45		2015	4	40--49
Mania x2	39		2015	3	30--39
SuzR	35	0.0	2015	3	30--39
Trikarn	47		2015	4	40--49
Damien och Adrian	44		2015	4	40--49
BasseKatt	42		2015	4	40--49
Daggdroppen	29		2015	2	20--29
Tettan	47		2015	4	40--49
lottizm	32		2015	3	30--39
Stella 78	38		2015	3	30--39
Tina B	47		2015	4	40--49
Lillatroll	43		2015	4	40--49
Peztis	47		2015	4	40--49
skruttis11	35		2015	3	30--39
Fiamedbarn	46	0.0	2015	4	40--49
Tuttie	36		2015	3	30--39
castillo	29	0.011263307936225889	2015	2	20--29
Studentpappa	35	0.5856920126837463	2015	3	30--39
mikroE	34		2015	3	30--39
CamillaJ	32		2015	3	30--39
Annanym	47		2015	4	40--49
LeaveMeAlone	33	0.36042585395922844	2015	3	30--39
cruz	47		2015	4	40--49
Hedi	51		2015	5	50--59
LuMa	38		2015	3	30--39
TantG	47		2015	4	40--49
allakantralla	41		2015	4	40--49
NinaFina	47		2015	4	40--49
Jossan	47	0.0	2015	4	40--49
Mirren	39		2015	3	30--39
Diana	51		2015	5	50--59
Solkattan	41	0.033789923808677666	2015	4	40--49
jazzy	30		2015	3	30--39
Kryztina	39		2015	3	30--39
Alle	48		2016	4	40--49
Jeanette	48		2016	4	40--49
Anne69	48		2016	4	40--49
Jossebell	49		2016	4	40--49
Emeli	64	0.0	2016	6	60+
AW76	41		2016	4	40--49
Impertiff	44		2016	4	40--49
Nickis	44		2016	4	40--49
Happy me	42		2016	4	40--49
Tyrell	45		2016	4	40--49
Lindadjo	40		2016	4	40--49
mossan	48		2016	4	40--49
nnnnnnnn	48	0.5004922967353763	2016	4	40--49
Dohgon	30		2016	3	30--39
Ett två tre	32		2016	3	30--39
Snakeheart	37		2016	3	30--39
Gladabarnensmamma	35		2016	3	30--39
copycat	31	0.3910096068245128	2016	3	30--39
modestyclara	39		2016	3	30--39
hotten	43		2016	4	40--49
Anne M	59		2016	5	50--59
bubbelmaja	40		2016	4	40--49
vist	48		2016	4	40--49
Tecum	61	0.21896537982172715	2016	6	60+
fruganL	28		2016	2	20--29
yodi	38	1.0635461305626748	2016	3	30--39
Pochahontas	44		2016	4	40--49
kicki08	40	0.0	2016	4	40--49
LHUF	38	0.31280128139670527	2016	3	30--39
MalinI	39		2016	3	30--39
Sommartider	28		2016	2	20--29
Solaris	48		2016	4	40--49
Ruggugglan	30		2016	3	30--39
Fjäril kär	40		2016	4	40--49
Gustie	45		2016	4	40--49
hymafr	53		2016	5	50--59
PumpkinQueen	36		2016	3	30--39
Tilcha	33		2016	3	30--39
Lorelei	40		2016	4	40--49
CoolJen	38		2016	3	30--39
car	43		2016	4	40--49
Baronessan	43		2016	4	40--49
hemlis	48		2016	4	40--49
Mopsan	31		2016	3	30--39
Adora1	38		2016	3	30--39
Saltlakrits	34		2016	3	30--39
Alisa	37		2016	3	30--39
Ickan	48		2016	4	40--49
underverket 06	47		2016	4	40--49
barnsäng	48		2016	4	40--49
UWO BaraJag	45		2016	4	40--49
högbergarna	39		2016	3	30--39
Skogsstjärnan	50		2016	5	50--59
Tristan	48		2016	4	40--49
lilla mej	40		2016	4	40--49
sportpappa	40	0.09384038441901159	2016	4	40--49
hot fuss	38		2016	3	30--39
Bohman	32		2016	3	30--39
AnnaKlara	47		2016	4	40--49
hannis	39		2016	3	30--39
Moomin	36		2016	3	30--39
snobben	48		2016	4	40--49
Insatt	36		2016	3	30--39
Konvaljen	33		2016	3	30--39
luzorsus	40		2016	4	40--49
gosmamman	35		2016	3	30--39
Brooke	29		2016	2	20--29
brokig	34		2016	3	30--39
MayaS	48		2016	4	40--49
Emeliee	37		2016	3	30--39
finskaflikkan	34	0.0	2016	3	30--39
Tigra79	38		2016	3	30--39
snöflingan1	48		2016	4	40--49
Carla82	35		2016	3	30--39
Kaosmamma	36		2016	3	30--39
Tant Groda	35		2016	3	30--39
Smajla	29		2016	2	20--29
Mamba	33		2016	3	30--39
ModestyB	36	0.0	2016	3	30--39
AndreaBD	53		2016	5	50--59
Lilla Morran	34		2016	3	30--39
TheLove	48	0.01564006406983526	2016	4	40--49
Bondfia	46		2016	4	40--49
Mania x2	40		2016	4	40--49
SuzR	36		2016	3	30--39
Trikarn	48		2016	4	40--49
Damien och Adrian	45		2016	4	40--49
BasseKatt	43		2016	4	40--49
Daggdroppen	30		2016	3	30--39
Tettan	48		2016	4	40--49
lottizm	33		2016	3	30--39
Stella 78	39		2016	3	30--39
Tina B	48		2016	4	40--49
Lillatroll	44		2016	4	40--49
Peztis	48		2016	4	40--49
skruttis11	36		2016	3	30--39
Fiamedbarn	47		2016	4	40--49
Tuttie	37		2016	3	30--39
castillo	30	0.0	2016	3	30--39
Studentpappa	36	1.6891269195422085	2016	3	30--39
mikroE	35		2016	3	30--39
CamillaJ	33		2016	3	30--39
Annanym	48		2016	4	40--49
LeaveMeAlone	34	0.0	2016	3	30--39
cruz	48		2016	4	40--49
Hedi	52		2016	5	50--59
LuMa	39		2016	3	30--39
TantG	48		2016	4	40--49
allakantralla	42		2016	4	40--49
NinaFina	48		2016	4	40--49
Jossan	48		2016	4	40--49
Mirren	40		2016	4	40--49
Diana	52		2016	5	50--59
Solkattan	42	0.046920192209505794	2016	4	40--49
jazzy	31		2016	3	30--39
Kryztina	40		2016	4	40--49
Alle	49		2017	4	40--49
Jeanette	49		2017	4	40--49
Anne69	49		2017	4	40--49
Jossebell	50		2017	5	50--59
Emeli	65		2017	6	60+
AW76	42		2017	4	40--49
Impertiff	45		2017	4	40--49
Nickis	45		2017	4	40--49
Happy me	43		2017	4	40--49
Tyrell	46		2017	4	40--49
Lindadjo	41		2017	4	40--49
mossan	49		2017	4	40--49
nnnnnnnn	49	0.3574940892821013	2017	4	40--49
Dohgon	31		2017	3	30--39
Ett två tre	33		2017	3	30--39
Snakeheart	38		2017	3	30--39
Gladabarnensmamma	36		2017	3	30--39
copycat	32	0.01624973133100461	2017	3	30--39
modestyclara	40		2017	4	40--49
hotten	44		2017	4	40--49
Anne M	60		2017	6	60+
bubbelmaja	41		2017	4	40--49
vist	49		2017	4	40--49
Tecum	62	0.19499677597205525	2017	6	60+
fruganL	29		2017	2	20--29
yodi	39	0.06499892532401844	2017	3	30--39
Pochahontas	45		2017	4	40--49
kicki08	41		2017	4	40--49
LHUF	39	0.21124355522318458	2017	3	30--39
MalinI	40		2017	4	40--49
Sommartider	29		2017	2	20--29
Solaris	49		2017	4	40--49
Ruggugglan	31		2017	3	30--39
Fjäril kär	41		2017	4	40--49
Gustie	46		2017	4	40--49
hymafr	54		2017	5	50--59
PumpkinQueen	37		2017	3	30--39
Tilcha	34		2017	3	30--39
Lorelei	41		2017	4	40--49
CoolJen	39		2017	3	30--39
car	44		2017	4	40--49
Baronessan	44		2017	4	40--49
hemlis	49		2017	4	40--49
Mopsan	32		2017	3	30--39
Adora1	39		2017	3	30--39
Saltlakrits	35		2017	3	30--39
Alisa	38		2017	3	30--39
Ickan	49		2017	4	40--49
underverket 06	48		2017	4	40--49
barnsäng	49		2017	4	40--49
UWO BaraJag	46		2017	4	40--49
högbergarna	40		2017	4	40--49
Skogsstjärnan	51		2017	5	50--59
Tristan	49		2017	4	40--49
lilla mej	41		2017	4	40--49
sportpappa	41	0.0	2017	4	40--49
hot fuss	39		2017	3	30--39
Bohman	33		2017	3	30--39
AnnaKlara	48		2017	4	40--49
hannis	40		2017	4	40--49
Moomin	37		2017	3	30--39
snobben	49		2017	4	40--49
Insatt	37		2017	3	30--39
Konvaljen	34		2017	3	30--39
luzorsus	41		2017	4	40--49
gosmamman	36		2017	3	30--39
Brooke	30		2017	3	30--39
brokig	35		2017	3	30--39
MayaS	49		2017	4	40--49
Emeliee	38		2017	3	30--39
finskaflikkan	35		2017	3	30--39
Tigra79	39		2017	3	30--39
snöflingan1	49		2017	4	40--49
Carla82	36		2017	3	30--39
Kaosmamma	37		2017	3	30--39
Tant Groda	36		2017	3	30--39
Smajla	30		2017	3	30--39
Mamba	34		2017	3	30--39
ModestyB	37		2017	3	30--39
AndreaBD	54	0.5687326486778047	2017	5	50--59
Lilla Morran	35		2017	3	30--39
TheLove	49	0.0	2017	4	40--49
Bondfia	47		2017	4	40--49
Mania x2	41		2017	4	40--49
SuzR	37		2017	3	30--39
Trikarn	49		2017	4	40--49
Damien och Adrian	46		2017	4	40--49
BasseKatt	44		2017	4	40--49
Daggdroppen	31		2017	3	30--39
Tettan	49		2017	4	40--49
lottizm	34		2017	3	30--39
Stella 78	40		2017	4	40--49
Tina B	49		2017	4	40--49
Lillatroll	45		2017	4	40--49
Peztis	49		2017	4	40--49
skruttis11	37		2017	3	30--39
Fiamedbarn	48		2017	4	40--49
Tuttie	38		2017	3	30--39
castillo	31	0.032499008495874546	2017	3	30--39
Studentpappa	37	0.8287247166448011	2017	3	30--39
mikroE	36		2017	3	30--39
CamillaJ	34		2017	3	30--39
Annanym	49		2017	4	40--49
LeaveMeAlone	35		2017	3	30--39
cruz	49		2017	4	40--49
Hedi	53		2017	5	50--59
LuMa	40		2017	4	40--49
TantG	49		2017	4	40--49
allakantralla	43		2017	4	40--49
NinaFina	49		2017	4	40--49
Jossan	49		2017	4	40--49
Mirren	41		2017	4	40--49
Diana	53		2017	5	50--59
Solkattan	43	0.0	2017	4	40--49
jazzy	32		2017	3	30--39
Kryztina	41		2017	4	40--49
Alle	50		2018	5	50--59
Jeanette	50		2018	5	50--59
Anne69	50		2018	5	50--59
Jossebell	51		2018	5	50--59
Emeli	66		2018	6	60+
AW76	43		2018	4	40--49
Impertiff	46		2018	4	40--49
Nickis	46		2018	4	40--49
Happy me	44		2018	4	40--49
Tyrell	47		2018	4	40--49
Lindadjo	42		2018	4	40--49
mossan	50		2018	5	50--59
nnnnnnnn	50	0.14153475332792434	2018	5	50--59
Dohgon	32		2018	3	30--39
Ett två tre	34		2018	3	30--39
Snakeheart	39		2018	3	30--39
Gladabarnensmamma	37		2018	3	30--39
copycat	33	0.0	2018	3	30--39
modestyclara	41		2018	4	40--49
hotten	45		2018	4	40--49
Anne M	61		2018	6	60+
bubbelmaja	42		2018	4	40--49
vist	50		2018	5	50--59
Tecum	63	0.2830695066558487	2018	6	60+
fruganL	30		2018	3	30--39
yodi	40	0.0	2018	4	40--49
Pochahontas	46		2018	4	40--49
kicki08	42		2018	4	40--49
LHUF	40	0.12384290916193379	2018	4	40--49
MalinI	41		2018	4	40--49
Sommartider	30		2018	3	30--39
Solaris	50		2018	5	50--59
Ruggugglan	32		2018	3	30--39
Fjäril kär	42		2018	4	40--49
Gustie	47		2018	4	40--49
hymafr	55		2018	5	50--59
PumpkinQueen	38		2018	3	30--39
Tilcha	35		2018	3	30--39
Lorelei	42		2018	4	40--49
CoolJen	40		2018	4	40--49
car	45		2018	4	40--49
Baronessan	45		2018	4	40--49
hemlis	50		2018	5	50--59
Mopsan	33		2018	3	30--39
Adora1	40		2018	4	40--49
Saltlakrits	36		2018	3	30--39
Alisa	39		2018	3	30--39
Ickan	50		2018	5	50--59
underverket 06	49		2018	4	40--49
barnsäng	50		2018	5	50--59
UWO BaraJag	47		2018	4	40--49
högbergarna	41		2018	4	40--49
Skogsstjärnan	52		2018	5	50--59
Tristan	50		2018	5	50--59
lilla mej	42		2018	4	40--49
sportpappa	42		2018	4	40--49
hot fuss	40		2018	4	40--49
Bohman	34		2018	3	30--39
AnnaKlara	49		2018	4	40--49
hannis	41		2018	4	40--49
Moomin	38		2018	3	30--39
snobben	50		2018	5	50--59
Insatt	38		2018	3	30--39
Konvaljen	35		2018	3	30--39
luzorsus	42		2018	4	40--49
gosmamman	37		2018	3	30--39
Brooke	31		2018	3	30--39
brokig	36		2018	3	30--39
MayaS	50		2018	5	50--59
Emeliee	39		2018	3	30--39
finskaflikkan	36		2018	3	30--39
Tigra79	40		2018	4	40--49
snöflingan1	50		2018	5	50--59
Carla82	37		2018	3	30--39
Kaosmamma	38		2018	3	30--39
Tant Groda	37		2018	3	30--39
Smajla	31		2018	3	30--39
Mamba	35		2018	3	30--39
ModestyB	38		2018	3	30--39
AndreaBD	55	0.6369063899756595	2018	5	50--59
Lilla Morran	36		2018	3	30--39
TheLove	50		2018	5	50--59
Bondfia	48		2018	4	40--49
Mania x2	42		2018	4	40--49
SuzR	38		2018	3	30--39
Trikarn	50		2018	5	50--59
Damien och Adrian	47		2018	4	40--49
BasseKatt	45		2018	4	40--49
Daggdroppen	32		2018	3	30--39
Tettan	50		2018	5	50--59
lottizm	35		2018	3	30--39
Stella 78	41		2018	4	40--49
Tina B	50		2018	5	50--59
Lillatroll	46		2018	4	40--49
Peztis	50		2018	5	50--59
skruttis11	38		2018	3	30--39
Fiamedbarn	49		2018	4	40--49
Tuttie	39		2018	3	30--39
castillo	32	0.0	2018	3	30--39
Studentpappa	38	1.273812779951319	2018	3	30--39
mikroE	37		2018	3	30--39
CamillaJ	35		2018	3	30--39
Annanym	50		2018	5	50--59
LeaveMeAlone	36		2018	3	30--39
cruz	50		2018	5	50--59
Hedi	54		2018	5	50--59
LuMa	41		2018	4	40--49
TantG	50		2018	5	50--59
allakantralla	44		2018	4	40--49
NinaFina	50		2018	5	50--59
Jossan	50		2018	5	50--59
Mirren	42		2018	4	40--49
Diana	54		2018	5	50--59
Solkattan	44		2018	4	40--49
jazzy	33		2018	3	30--39
Kryztina	42		2018	4	40--49
Alle	51		2019	5	50--59
Jeanette	51		2019	5	50--59
Anne69	51		2019	5	50--59
Jossebell	52		2019	5	50--59
Emeli	67		2019	6	60+
AW76	44		2019	4	40--49
Impertiff	47		2019	4	40--49
Nickis	47		2019	4	40--49
Happy me	45		2019	4	40--49
Tyrell	48		2019	4	40--49
Lindadjo	43		2019	4	40--49
mossan	51		2019	5	50--59
nnnnnnnn	51	0.30599818739787993	2019	5	50--59
Dohgon	33		2019	3	30--39
Ett två tre	35		2019	3	30--39
Snakeheart	40		2019	4	40--49
Gladabarnensmamma	38		2019	3	30--39
copycat	34		2019	3	30--39
modestyclara	42		2019	4	40--49
hotten	46		2019	4	40--49
Anne M	62		2019	6	60+
bubbelmaja	43		2019	4	40--49
vist	51		2019	5	50--59
Tecum	64	0.24042714724119138	2019	6	60+
fruganL	31		2019	3	30--39
yodi	41		2019	4	40--49
Pochahontas	47		2019	4	40--49
kicki08	43		2019	4	40--49
LHUF	41	0.0874280535422514	2019	4	40--49
MalinI	42		2019	4	40--49
Sommartider	31		2019	3	30--39
Solaris	51		2019	5	50--59
Ruggugglan	33		2019	3	30--39
Fjäril kär	43		2019	4	40--49
Gustie	48		2019	4	40--49
hymafr	56		2019	5	50--59
PumpkinQueen	39		2019	3	30--39
Tilcha	36		2019	3	30--39
Lorelei	43		2019	4	40--49
CoolJen	41		2019	4	40--49
car	46		2019	4	40--49
Baronessan	46		2019	4	40--49
hemlis	51		2019	5	50--59
Mopsan	34		2019	3	30--39
Adora1	41		2019	4	40--49
Saltlakrits	37		2019	3	30--39
Alisa	40		2019	4	40--49
Ickan	51		2019	5	50--59
underverket 06	50		2019	5	50--59
barnsäng	51		2019	5	50--59
UWO BaraJag	48		2019	4	40--49
högbergarna	42		2019	4	40--49
Skogsstjärnan	53		2019	5	50--59
Tristan	51		2019	5	50--59
lilla mej	43		2019	4	40--49
sportpappa	43		2019	4	40--49
hot fuss	41		2019	4	40--49
Bohman	35		2019	3	30--39
AnnaKlara	50		2019	5	50--59
hannis	42		2019	4	40--49
Moomin	39		2019	3	30--39
snobben	51		2019	5	50--59
Insatt	39		2019	3	30--39
Konvaljen	36		2019	3	30--39
luzorsus	43		2019	4	40--49
gosmamman	38		2019	3	30--39
Brooke	32		2019	3	30--39
brokig	37		2019	3	30--39
MayaS	51		2019	5	50--59
Emeliee	40		2019	4	40--49
finskaflikkan	37		2019	3	30--39
Tigra79	41		2019	4	40--49
snöflingan1	51		2019	5	50--59
Carla82	38		2019	3	30--39
Kaosmamma	39		2019	3	30--39
Tant Groda	38		2019	3	30--39
Smajla	32		2019	3	30--39
Mamba	36		2019	3	30--39
ModestyB	39		2019	3	30--39
AndreaBD	56	0.9835656023503283	2019	5	50--59
Lilla Morran	37		2019	3	30--39
TheLove	51		2019	5	50--59
Bondfia	49		2019	4	40--49
Mania x2	43		2019	4	40--49
SuzR	39		2019	3	30--39
Trikarn	51		2019	5	50--59
Damien och Adrian	48		2019	4	40--49
BasseKatt	46		2019	4	40--49
Daggdroppen	33		2019	3	30--39
Tettan	51		2019	5	50--59
lottizm	36		2019	3	30--39
Stella 78	42		2019	4	40--49
Tina B	51		2019	5	50--59
Lillatroll	47		2019	4	40--49
Peztis	51		2019	5	50--59
skruttis11	39		2019	3	30--39
Fiamedbarn	50		2019	5	50--59
Tuttie	40		2019	4	40--49
castillo	33		2019	3	30--39
Studentpappa	39	1.6392760039172138	2019	3	30--39
mikroE	38		2019	3	30--39
CamillaJ	36		2019	3	30--39
Annanym	51		2019	5	50--59
LeaveMeAlone	37		2019	3	30--39
cruz	51		2019	5	50--59
Hedi	55		2019	5	50--59
LuMa	42		2019	4	40--49
TantG	51		2019	5	50--59
allakantralla	45		2019	4	40--49
NinaFina	51		2019	5	50--59
Jossan	51		2019	5	50--59
Mirren	43		2019	4	40--49
Diana	55		2019	5	50--59
Solkattan	45		2019	4	40--49
jazzy	34		2019	3	30--39
Kryztina	43		2019	4	40--49
Alle	52		2020	5	50--59
Jeanette	52		2020	5	50--59
Anne69	52		2020	5	50--59
Jossebell	53		2020	5	50--59
Emeli	68		2020	6	60+
AW76	45		2020	4	40--49
Impertiff	48		2020	4	40--49
Nickis	48		2020	4	40--49
Happy me	46		2020	4	40--49
Tyrell	49		2020	4	40--49
Lindadjo	44		2020	4	40--49
mossan	52		2020	5	50--59
nnnnnnnn	52	0.09594694671149756	2020	5	50--59
Dohgon	34		2020	3	30--39
Ett två tre	36		2020	3	30--39
Snakeheart	41		2020	4	40--49
Gladabarnensmamma	39		2020	3	30--39
copycat	35		2020	3	30--39
modestyclara	43		2020	4	40--49
hotten	47		2020	4	40--49
Anne M	63		2020	6	60+
bubbelmaja	44		2020	4	40--49
vist	52		2020	5	50--59
Tecum	65	0.5037214702353622	2020	6	60+
fruganL	32		2020	3	30--39
yodi	42	0.09594694671149756	2020	4	40--49
Pochahontas	48		2020	4	40--49
kicki08	44		2020	4	40--49
LHUF	42	0.04797347335574878	2020	4	40--49
MalinI	43		2020	4	40--49
Sommartider	32		2020	3	30--39
Solaris	52		2020	5	50--59
Ruggugglan	34		2020	3	30--39
Fjäril kär	44		2020	4	40--49
Gustie	49		2020	4	40--49
hymafr	57		2020	5	50--59
PumpkinQueen	40		2020	4	40--49
Tilcha	37		2020	3	30--39
Lorelei	44		2020	4	40--49
CoolJen	42		2020	4	40--49
car	47		2020	4	40--49
Baronessan	47		2020	4	40--49
hemlis	52		2020	5	50--59
Mopsan	35		2020	3	30--39
Adora1	42		2020	4	40--49
Saltlakrits	38		2020	3	30--39
Alisa	41		2020	4	40--49
Ickan	52		2020	5	50--59
underverket 06	51		2020	5	50--59
barnsäng	52		2020	5	50--59
UWO BaraJag	49		2020	4	40--49
högbergarna	43		2020	4	40--49
Skogsstjärnan	54		2020	5	50--59
Tristan	52		2020	5	50--59
lilla mej	44		2020	4	40--49
sportpappa	44		2020	4	40--49
hot fuss	42		2020	4	40--49
Bohman	36		2020	3	30--39
AnnaKlara	51		2020	5	50--59
hannis	43		2020	4	40--49
Moomin	40		2020	4	40--49
snobben	52		2020	5	50--59
Insatt	40		2020	4	40--49
Konvaljen	37		2020	3	30--39
luzorsus	44		2020	4	40--49
gosmamman	39		2020	3	30--39
Brooke	33		2020	3	30--39
brokig	38		2020	3	30--39
MayaS	52		2020	5	50--59
Emeliee	41		2020	4	40--49
finskaflikkan	38		2020	3	30--39
Tigra79	42		2020	4	40--49
snöflingan1	52		2020	5	50--59
Carla82	39		2020	3	30--39
Kaosmamma	40		2020	4	40--49
Tant Groda	39		2020	3	30--39
Smajla	33	0.02398673667787439	2020	3	30--39
Mamba	37		2020	3	30--39
ModestyB	40		2020	4	40--49
AndreaBD	57	0.9354827304371012	2020	5	50--59
Lilla Morran	38		2020	3	30--39
TheLove	52		2020	5	50--59
Bondfia	50		2020	5	50--59
Mania x2	44		2020	4	40--49
SuzR	40		2020	4	40--49
Trikarn	52		2020	5	50--59
Damien och Adrian	49		2020	4	40--49
BasseKatt	47		2020	4	40--49
Daggdroppen	34		2020	3	30--39
Tettan	52		2020	5	50--59
lottizm	37		2020	3	30--39
Stella 78	43		2020	4	40--49
Tina B	52		2020	5	50--59
Lillatroll	48		2020	4	40--49
Peztis	52		2020	5	50--59
skruttis11	40		2020	4	40--49
Fiamedbarn	51		2020	5	50--59
Tuttie	41		2020	4	40--49
castillo	34		2020	3	30--39
Studentpappa	40	3.1662492414794197	2020	4	40--49
mikroE	39		2020	3	30--39
CamillaJ	37		2020	3	30--39
Annanym	52		2020	5	50--59
LeaveMeAlone	38		2020	3	30--39
cruz	52		2020	5	50--59
Hedi	56		2020	5	50--59
LuMa	43		2020	4	40--49
TantG	52		2020	5	50--59
allakantralla	46		2020	4	40--49
NinaFina	52		2020	5	50--59
Jossan	52		2020	5	50--59
Mirren	44		2020	4	40--49
Diana	56		2020	5	50--59
